setting,mode,qid,level,qtype,question,gold_answer,gold_ids,retrieved_ids,prediction,raw_generation,parsed_ok,prompt_tokens,decode_tokens,n_paragraphs
kv_hqq_n8_g32_r512,short,5ae5ffbb5542996de7b71ad4,hard,bridge,"Michaël Llodra of France, called ""the best volleyer on tour"", defeated Juan Martín del Potro a professional of what nationality?",Argentinian,2 8,8 2 3 4 9,Argentinian,,1,865,3,10
kv_hqq_n8_g32_r512,short,5ae357745542992f92d8229b,hard,bridge,What company produced the 1978 movie based on a book written by a radio playwright and children's book author born in 1900?,Walt Disney Productions,1 4,1 4 7 9 5,Walt Disney Productions,,1,633,4,10
kv_hqq_n8_g32_r512,short,5ae200655542994d89d5b2f4,hard,bridge,How many students were enrolled in American professional bowler Chris Barnes' high school in the 2010-2011 school year?,"1,840 students",5 9,9 7 3 1 8,406,,1,1315,1,10
kv_hqq_n8_g32_r512,short,5adf430e5542993a75d2645e,hard,comparison,"Which canal, Miami Canal or Dundee Canal, also supplies hydro-power and water for manufacturing?",Dundee Canal,2 4,2 4 6 9 3,Dundee Canal,,1,790,4,10
kv_hqq_n8_g32_r512,short,5adc99cf554299438c868e0d,hard,bridge,What is the middle name of the singer who recorded Would You Like to Take a Walk? with Louis Armstrong in 1951,Jane,1 4,4 0 3 5 7,"There is no mention of a singer recording ""Would You Like to Take a Walk?"" with Louis Armstrong in 1951.",,1,822,25,10
kv_hqq_n8_g32_r512,short,5ab262a4554299340b5254ac,hard,bridge,What was Richard Connell's best known work The Hounds of Zaroff also published as?,The Most Dangerous Game,0 3,3 0 6 1 7,"""The Most Dangerous Game""",,1,817,5,10
kv_hqq_n8_g32_r512,short,5a770d785542993569682cad,hard,bridge,The Stone Book series is set in what country?,North West England,6 7,7 5 6 2 3,England,,1,729,1,10
kv_hqq_n8_g32_r512,short,5a7f275d55429934daa2fd01,hard,comparison,Are both Jonathan Marray and Wayne Black British?,no,0 2,0 2 6 8 9,No,,1,523,1,10
kv_hqq_n8_g32_r512,short,5ae54b6355429908b63265cc,hard,comparison,Sporobolus and Zea are in the same what?,family,0 7,0 7 8 4 3,grass family,,1,577,2,10
kv_hqq_n8_g32_r512,short,5ac4c16b5542997ea680cab4,hard,comparison,Are Mick Jagger and Brett Scallions both musicians?,yes,0 4,0 4 2 7 3,Yes,,1,822,1,10
kv_hqq_n8_g32_r512,short,5ab3c18b55429969a97a81b0,hard,bridge,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",St. Patrick's Day in 1988,1 2,1 8 2 7 9,On St. Patrick's Day in 1988,,1,656,10,10
kv_hqq_n8_g32_r512,short,5a84b0705542991dd0999d86,hard,bridge,Which 8-year old star of an epistolary novel turned musical by Alice Walker also voiced Frankie Greene in a Disney series?,Diamond White,0 7,7 0 8 9 3,Diamond White,,1,622,2,10
kv_hqq_n8_g32_r512,short,5ae151985542990adbacf74d,hard,comparison,"Which music group has the most members, DC Talk, or Manchester Orchestra?",Manchester Orchestra,3 4,4 3 2 1 8,Manchester Orchestra,,1,719,2,10
kv_hqq_n8_g32_r512,short,5abdba405542993f32c2a023,hard,bridge,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers,3 5,3 5 4 1 0,"""Perfect Strangers""",,1,689,5,10
kv_hqq_n8_g32_r512,short,5a80721b554299485f5985ef,hard,bridge,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,0 9,0 2 3 7 6,World War I,,1,572,3,10
kv_hqq_n8_g32_r512,short,5ab41677554299753aec5a38,hard,bridge,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",World War I fighter aircraft.,0 1,0 8 9 4 1,Allied World War I fighter aircraft,,1,802,7,10
kv_hqq_n8_g32_r512,short,5adcf37e5542994ed6169c37,hard,bridge,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW X6,0 5,7 8 5 3 0,BMW X6,,1,595,3,10
kv_hqq_n8_g32_r512,short,5ae33fa95542990afbd1e0f2,hard,comparison,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,no,1 9,9 1 3 8 2,1940,,1,708,2,10
kv_hqq_n8_g32_r512,short,5aba510f5542994dbf0198d6,hard,bridge,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza,1 3,1 3 7 6 2,Ryū ga Gotoku,,1,861,6,10
kv_hqq_n8_g32_r512,short,5a7d1765554299452d57bade,hard,bridge,The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,filibuster,7 8,8 0 4 3 5,master of the Democratic primary,,1,654,5,10
kv_hqq_n8_g32_r512,short,5ae0536755429924de1b70a6,hard,comparison,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",yes,3 8,8 3 6 2 5,Yes,,1,621,1,10
kv_hqq_n8_g32_r512,short,5abcf84d55429959677d6b86,hard,bridge,Mexican Indignados Movement is a response to a war also known as?,Mexican War on Drugs,0 1,1 0 6 7 5,War on Drugs,,1,827,3,10
kv_hqq_n8_g32_r512,short,5ab5c8c5554299637185c60d,hard,comparison,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,no,2 4,2 4 3 9 5,[5],,1,594,3,10
kv_hqq_n8_g32_r512,short,5ac0714f554299294b218fe1,hard,bridge,"Robert Allen ""Bob"" Case is best known for inspiring the naming of which initial area of low pressure developed off Atlantic Canada on October 29?",1991 Perfect Storm,4 9,4 2 9 6 7,The 1991 Perfect Storm,,1,972,6,10
kv_hqq_n8_g32_r512,short,5adcdea85542992c1e3a2441,hard,bridge,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee,2 3,3 8 5 6 2,Chinese Coffee,,1,909,2,10
kv_hqq_n8_g32_r512,short,5ac257fe55429951e9e68562,hard,comparison,"Who has more scope of profession, Bob Fosse or Angelina Jolie?",Robert Louis Fosse,0 6,6 0 4 5 2,Angelina Jolie,,1,870,4,10
kv_hqq_n8_g32_r512,short,5ae8242455429952e35eaa54,hard,bridge,What bitcoin start up featured Erik Voorhees as Director of Marketing?,BitInstant,2 5,2 5 0 6 3,BitInstant,,1,686,2,10
kv_hqq_n8_g32_r512,short,5adfd56655429925eb1afaac,hard,bridge,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",David Patrick Griffin,3 8,8 4 9 5 6,Dave Lee Travis,,1,922,3,10
kv_hqq_n8_g32_r512,short,5ae0f5fc554299422ee9957c,hard,bridge,Who did Neleus of Scepsis study under in addition to Theophrastus in the Peripatetic school?,Aristotle,2 6,2 6 7 8 0,Aristotle,,1,795,3,10
kv_hqq_n8_g32_r512,short,5ae5d63b5542996de7b71a2d,hard,bridge,In what basketball position does the brother of Saulius Kuzminskas play?,small forward,7 8,7 8 6 1 9,Small forward,,1,655,2,10
kv_hqq_n8_g32_r512,short,5ab29caa554299545a2cf9d3,hard,bridge,Which gaming console was both Yakuza Kiwami and Yakuza 0 released on?,PlayStation 4,2 8,2 8 6 9 3,PlayStation 3,,1,854,4,10
kv_hqq_n8_g32_r512,short,5a7c76275542990527d554b4,hard,comparison,Which film was released first out of The Hunchback of Notre Dame and Miracle of the White Stallions?,Miracle of the White Stallions,1 8,1 8 3 0 6,1963,,1,833,2,10
kv_hqq_n8_g32_r512,short,5a737fff554299623ed4abb9,hard,bridge,"What was built near the residential neighborhood of Ramsay, Calgary in 1983?",Scotiabank Saddledome,1 6,6 1 0 8 9,Scotiabank Saddledome,,1,990,7,10
kv_hqq_n8_g32_r512,short,5a8051265542992bc0c4a6f8,hard,bridge,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,Cool Runnings,3 8,8 7 0 9 5,Cool Runnings,,1,619,3,10
kv_hqq_n8_g32_r512,short,5a89a13c55429946c8d6e97a,hard,bridge,Of what county is the city 7 miles east of Trace State Park the seat?,"Lee County, Mississippi",8 9,8 6 4 5 9,Lee,,1,644,1,10
kv_hqq_n8_g32_r512,short,5ab8854555429934fafe6e0c,hard,bridge,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",drawings,7 8,7 8 4 1 5,drawings,,1,693,2,10
kv_hqq_n8_g32_r512,short,5ab865ad5542992aa3b8c8dd,hard,bridge,"Jennifer Gordon received a bachelor of arts degree from which women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard College?",Radcliffe College,6 8,6 5 8 1 3,Radcliffe College,,1,940,3,10
kv_hqq_n8_g32_r512,short,5a83305d55429966c78a6b4a,hard,comparison,In which U.S. state are MedStar Georgetown University Hospital and Providence Hospital?,District of Columbia,4 8,8 3 4 7 2,Washington,,1,624,1,10
kv_hqq_n8_g32_r512,short,5a821c95554299676cceb219,hard,bridge,"The subject of McGinniss' 1983 book ""Fatal Vision"" was convicted of murder in what year?",1979,5 7,9 8 5 3 6,1970,,1,576,2,10
kv_hqq_n8_g32_r512,short,5abe8aad55429976d4830b60,hard,comparison,"Which American Director doubled as a choreographer also, Stanley Kubrick or Kenny Ortega?","Kenneth John ""Kenny"" Ortega (born April 18, 1950) is an American producer, director, and choreographer.",4 7,4 7 5 8 9,Travis Payne,,1,733,3,10
kv_hqq_n8_g32_r512,short,5a82ffe755429940e5e1a949,hard,bridge,Lou Pai is a former executive of an energy company that went bankrupt in what year?,2001,6 7,7 6 3 5 8,2001,,1,1027,2,10
kv_hqq_n8_g32_r512,short,5abd516a5542992ac4f3825c,hard,bridge,What religion is the composer for India's first science fiction film series?,Hindi,1 8,8 4 2 3 1,Hindi,,1,928,2,10
kv_hqq_n8_g32_r512,short,5a7323ef5542994cef4bc477,hard,comparison,Which battle took place first out of the Battle of the Ch'ongch'on River and the Battle of Tarawa?,The Battle of Tarawa,1 8,8 1 5 3 9,The Battle of Tarawa,,1,1006,5,10
kv_hqq_n8_g32_r512,short,5ae738f75542991bbc9761c4,hard,bridge,What year was the brother of this first round draft pick by the Washington Redskins drafted?,2003,3 5,3 2 7 5 6,1999,,1,757,2,10
kv_hqq_n8_g32_r512,short,5a89fc665542993b751ca9de,hard,bridge,Which them park is host to both the Back to the Future Rid and The Simpsons Ride?,Universal Studios Florida,2 6,2 6 5 4 1,Universal Studios Florida,,1,854,3,10
kv_hqq_n8_g32_r512,short,5abe91895542993f32c2a168,hard,comparison,Did the Sandy and Beaver Canal remain operational until a later date than the Los Angeles Aqueduct?,no,0 6,0 6 8 5 1,No,,1,933,1,10
kv_hqq_n8_g32_r512,short,5ab3ede755429976abd1bcf4,hard,bridge,Who directed the 1940 film in which John Arledge appeared?,John Ford,4 7,4 5 8 1 7,John Ford,,1,462,2,10
kv_hqq_n8_g32_r512,short,5adfec5f55429942ec259b8d,hard,comparison,Are Mirpur University of Science and Technology and University of Debrecen both Universities located outside of the United States?,yes,0 9,9 0 5 6 7,"[1] 
[2]",,1,797,7,10
kv_hqq_n8_g32_r512,short,5ac2660d55429951e9e685a1,hard,bridge,"which American actress, singer, and songwriter too the tour of I Stand tour",Idina Kim Menzel,3 4,3 5 4 0 7,Idina Menzel,,1,520,4,10
kv_hqq_n8_g32_r512,short,5ab6a3a3554299710c8d1f0d,hard,bridge,Grounded Vindaloop is an episode from an animated television series that had this many episodes in its eighteenth season?,ten episodes,1 6,1 6 2 5 8,254,,1,705,1,10
kv_hqq_n8_g32_r512,short,5a75eda35542994ccc918661,hard,bridge,How many consecutive years had the Serie A been comprised of 18 teams when Hernan Crespo got injured?,15th consecutive,0 8,8 9 0 4 5,15,,1,758,1,10
kv_hqq_n8_g32_r512,short,5abb8ebe5542993f40c73b2d,hard,bridge,What British made dance competition television series franchise did Claudia Albertario appear on?,"""Dancing on Ice"" around the world",5 6,6 5 7 1 8,Dancing on Ice,,1,800,4,10
kv_hqq_n8_g32_r512,short,5a8318955542990548d0b177,hard,bridge,How many Grammy awards were won by an album named after the Joni Mitchell song from Love Actually?,two Grammy awards,1 3,1 3 6 7 8,Two,,1,715,1,10
kv_hqq_n8_g32_r512,short,5a81cb2c5542990a1d231ec4,hard,bridge,"What award does Crystal Palace F.C. present, first won by John McCormick and most recently by Wilfried Zaha?",Player of the Year,0 4,0 4 2 5 3,Crystal Palace Football Club Player of the Year,,1,748,8,10
kv_hqq_n8_g32_r512,short,5a8ec7cc5542995a26add518,hard,comparison,"Which was published more frequently, Popular Science or Girlfriends?",Girlfriends,5 6,6 7 5 9 0,Popular Science,,1,730,2,10
kv_hqq_n8_g32_r512,short,5abd9c2355429924427fd06c,hard,bridge,"In what year did the actor who starred in the TV Land original series ""The Soul Man"" host the Black Movie Awards?",2005,5 6,0 5 2 6 1,2005,,1,752,2,10
kv_hqq_n8_g32_r512,short,5adeab4555429975fa854f5f,hard,bridge,The Robey-Peters Gun-Carrier was built at a commuter village with at population of what at the 2001 census?,"4,530",5 6,6 8 5 3 4,"4,530",,1,719,3,10
kv_hqq_n8_g32_r512,short,5a82360055429903bc27ba46,hard,bridge,"This American is best known for his work on such Disney animated films as ""Beauty and the Beast"" and a 1996 American animated musical drama film whose plot centers on who?",Quasimodo,0 1,5 3 4 0 7,Quasimodo,,1,1117,4,10
kv_hqq_n8_g32_r512,short,5abacac45542996cc5e49e94,hard,bridge,In what part of England is John Folwes' country house located?,"West Dorset, South West England.",0 4,0 9 2 5 3,"West Dorset, South West England",,1,869,7,10
kv_hqq_n8_g32_r512,short,5adf24155542992d7e9f92af,hard,bridge,Richard Münch portrayed the German general who served in what capacity during WWII in the 1970 movie Patton?,Oberkommando der Wehrmacht,4 5,5 6 3 1 4,Chief of the Operations Staff of the Armed Forces High Command,,1,643,11,10
kv_hqq_n8_g32_r512,short,5a825da055429954d2e2eb17,hard,bridge,Which style is the building located on the East Side of Midtown Manhattan that Robert Von Ancken appraised?,Art Deco-style skyscraper,4 9,9 4 5 8 3,Art Deco,,1,716,3,10
kv_hqq_n8_g32_r512,short,5ae4f3c455429960a22e0221,hard,bridge,What is the are of the university at which Dick Biddle served as head football coach?,575 acres (2.08 km²),6 8,8 1 9 2 3,Colgate University,,1,791,3,10
kv_hqq_n8_g32_r512,short,5a855ca15542992a431d1b12,hard,bridge,The Chinese actress also known as Crystal Liu stars in Night Peacock with which three other actresses?,"Liu Ye, Yu Shaoqun and Leon Lai",5 6,5 6 1 7 0,"Liu Ye, Yu Shaoqun, Leon Lai",,1,599,13,10
kv_hqq_n8_g32_r512,short,5ab23d8a55429970612095c9,hard,bridge,Which City in the Miami metropolitan area is home to the Primetime Race Group?,"Hollywood, Florida",2 3,2 0 1 9 8,Hollywood,,1,506,2,10
kv_hqq_n8_g32_r512,short,5a74106b55429979e288289e,hard,bridge,Where is the company that Sachin Warrier worked for as a software engineer headquartered?,Mumbai,4 6,4 1 3 0 6,"Mumbai, Maharashtra",,1,547,4,10
kv_hqq_n8_g32_r512,short,5a792f3e554299029c4b5f20,hard,bridge,What was the name of a land where Maria Anna of Spain's husband was king?,Hungary,4 5,4 2 9 1 3,Hungary and Bohemia,,1,468,5,10
kv_hqq_n8_g32_r512,short,5ab42d6055429942dd415eb0,hard,bridge,Who was the team president of the 2012 Cleveland Browns?,Mike Holmgren,2 7,2 8 7 0 1,Mike Holmgren,,1,881,4,10
kv_hqq_n8_g32_r512,short,5ae5fa38554299546bf82ff1,hard,bridge,Who directed the 2014 American biographical survival drama film which Laura Elizabeth Dern was nominated for the Academy Award for Best Supporting Actress in,Jean-Marc Vallée,5 7,5 7 8 0 4,Jean-Marc Vallée,,1,965,5,10
kv_hqq_n8_g32_r512,short,5ade007e5542997545bbbdf4,hard,bridge,The Very Best of Ugly Kid Joe: As Ugly as It Gets includes a cover of which Black Sabbath song from their 1970 debut?,N.I.B.,0 5,0 6 9 5 8,"""N.I.B.""",,1,802,4,10
kv_hqq_n8_g32_r512,short,5ac4e13f554299076e296e2d,hard,bridge,"which German philosopher wrote ""The opera ""Lulu""",Theodor W. Adorno,4 9,9 0 4 5 7,Alban Berg,,1,755,3,10
kv_hqq_n8_g32_r512,short,5ab5dcb95542992aa134a3b3,hard,comparison,Are Toshi and Warrel Dane both in the band Sanctuary?,no,6 7,6 0 7 9 3,No,,1,767,1,10
kv_hqq_n8_g32_r512,short,5a8d42c95542994ba4e3dc43,hard,bridge,Dr. Saleha Mahmood Abedin's daughter was born in what year ?,1976,1 2,1 2 9 5 8,1976,,1,969,2,10
kv_hqq_n8_g32_r512,short,5ab70f79554299110f219aa9,hard,bridge,What is the nationality of this company that services MS Moby Dada?,Danish,6 8,6 9 0 1 2,DFDS Seaways,,1,763,4,10
kv_hqq_n8_g32_r512,short,5ae7b001554299540e5a5645,hard,bridge,"Brandy was handpicked by a producer that herself had been recognized by the ""Guinness World Records"" for what?",most awarded female act of all-time,1 3,3 7 9 5 1,Whitney Elizabeth Houston,,1,931,5,10
kv_hqq_n8_g32_r512,short,5a8ac0595542992d82986f6c,hard,bridge,"Which minor role did this New Zealand storyboard artist play in the film ""King Kong"" who will direct the film based on the novel by Philip Reeve?",Gondorian soldier,7 8,8 6 7 5 3,a Soldier in Truck,,1,883,4,10
kv_hqq_n8_g32_r512,short,5a7cfb2755429907fabef084,hard,bridge,What year did the director of The Quiet American die?,1993,5 7,5 8 0 7 6,"February 5, 1993",,1,764,7,10
kv_hqq_n8_g32_r512,short,5a802e135542992bc0c4a6c7,hard,bridge,Blue Dwarf is what type of online text-based role-playing game?,play-by-post role-playing game,0 7,7 4 0 1 3,Play-by-post role-playing game,,1,652,6,10
kv_hqq_n8_g32_r512,short,5ae47dd95542995ad6573d57,hard,bridge,Who was the boyfriend of Thelma Lou in the series with Jim Nabors?,Barney Fife,0 7,6 0 5 7 8,Barney Fife,,1,529,4,10
kv_hqq_n8_g32_r512,short,5a7c68575542996dd594b91c,hard,bridge,What was the sequel of the game that e was published by U.S. Gold in 1992?,Fade to Black,0 5,3 2 0 5 7,Flashback,,1,675,2,10
kv_hqq_n8_g32_r512,short,5a8e07185542995085b37389,hard,bridge,Private Music signed the drummer who was part of which English group?,Beatles,7 8,7 8 5 6 2,Ringo Starr,,1,924,3,10
kv_hqq_n8_g32_r512,short,5ae4f2595542990ba0bbb1a8,hard,bridge,"When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?","June 22, 1953",0 5,5 9 7 8 0,"June 22, 1953",,1,752,7,10
kv_hqq_n8_g32_r512,short,5ae72e5d5542991e8301cba8,hard,bridge,What position did the winner of the MVP in Pool C of the 2017 WBC play?,third baseman,4 7,4 5 8 9 6,Second,,1,643,1,10
kv_hqq_n8_g32_r512,short,5a8a48ee55429930ff3c0d66,hard,bridge,Kadeem Jack is a player in a league that started with how many teams?,eight,0 1,1 9 0 2 4,eight,,1,1075,1,10
