policy,keep_ratio,qid,prediction,em,decode_tokens,gold,distractor,question,system,prompt_all
recency,0.5,5adc99cf554299438c868e0d,B,0.0,1,0.0,0.7256809338521399,1.0,0.0,0.49879227053140085
recency,0.5,5ab262a4554299340b5254ac,The Hounds of Zaroff also published as?,0.0,10,0.0,0.8429561200923786,1.0,0.0,0.48831488314883154
recency,0.5,5a770d785542993569682cad,United States,0.0,2,0.40625,0.5886214442013128,1.0,0.0,0.4979079497907948
recency,0.5,5a7f275d55429934daa2fd01,No,1.0,1,0.0,0.928,1.0,0.0,0.49902912621359224
recency,0.5,5ae54b6355429908b63265cc,grass,0.0,1,0.0,0.708215297450425,1.0,0.0,0.499099099099099
recency,0.5,5ac4c16b5542997ea680cab4,Yes,1.0,1,0.0,0.7514910536779323,1.0,0.0,0.49938042131350685
recency,0.5,5ab3c18b55429969a97a81b0,1988,0.0,4,0.3834196891191709,0.6114285714285715,1.0,0.0,0.49390243902439007
recency,0.5,5a84b0705542991dd0999d86,Chicago,0.0,1,0.0,0.8959731543624161,1.0,0.0,0.4983713355048859
recency,0.5,5ae151985542990adbacf74d,Manchester,0.0,1,0.0,0.985119047619048,1.0,0.0,0.498611111111111
recency,0.5,5abdba405542993f32c2a023,Perfect,0.0,1,0.1572327044025157,1.0,1.0,0.0,0.4992679355783308
recency,0.5,5a80721b554299485f5985ef,World,0.0,1,0.0,0.652173913043478,1.0,0.0,0.4990958408679929
recency,0.5,5ab41677554299753aec5a38,GPIU,0.0,3,0.48616600790513825,0.5481651376146788,1.0,0.0,0.4962593516209475
recency,0.5,5adcf37e5542994ed6169c37,BMW X6 (E70) (Navigation) (Systems) (Systems) (Systems) (Systems) (Systems) (Systems) (Systems),0.0,32,0.8461538461538463,0.3794871794871795,1.0,0.0,0.4490131578947368
recency,0.5,5ae33fa95542990afbd1e0f2,No,1.0,1,0.0,0.9491017964071856,1.0,0.0,0.49859154929577465
recency,0.5,5aba510f5542994dbf0198d6,"Yakuza 5 ""Ryu"" Urban Fighters is a beat 'em up video game for the PlayStation console, created by Italian studio Naps Team.",0.0,32,0.0,0.7145790554414786,1.0,0.0,0.46399055489964575
recency,0.5,5a7d1765554299452d57bade,The 1919 Mississippi gubernatorial election Incumbent Democrat Lee M. Russell was a master of what?,0.0,24,0.0,0.6183908045977012,1.0,0.0,0.4631901840490797
recency,0.5,5ae0536755429924de1b70a6,No,0.0,1,0.0,0.6815920398009951,1.0,0.0,0.4983443708609271
recency,0.5,5abcf84d55429959677d6b86,Mexican Indignés Movement is a response to a war also known as?,0.0,16,0.0,0.8625592417061613,1.0,0.0,0.48098159509202465
recency,0.5,5ab5c8c5554299637185c60d,No,1.0,1,0.0,1.0,1.0,0.0,0.4991394148020654
recency,0.5,5ac0714f554299294b218fe1,1969,0.0,4,0.34328358208955234,0.6645161290322581,1.0,0.0,0.4959514170040485
recency,0.5,5adcdea85542992c1e3a2441,Chinese Film Program Arts and Sciences,0.0,6,0.40499999999999997,0.5674342105263157,1.0,0.0,0.49397590361445787
recency,0.5,5ac257fe55429951e9e68562,Angelina Jolie,0.0,4,0.0,0.7921568627450981,1.0,0.0,0.49599999999999983
recency,0.5,5ae8242455429952e35eaa54,Coin,0.0,1,0.0,0.7440191387559809,1.0,0.0,0.49852507374631255
recency,0.5,5adfd56655429925eb1afaac,Christopher,0.0,1,0.0,0.6743044189852699,1.0,0.0,0.49946178686759946
recency,0.5,5ae0f5fc554299422ee9957c,Aristobulus of Alexandria,0.0,6,0.023529411764705885,1.0,1.0,0.0,0.4925
recency,0.5,5ae5d63b5542996de7b71a2d,small,0.0,1,0.0,0.7254901960784315,1.0,0.0,0.4984567901234567
recency,0.5,5ab29caa554299545a2cf9d3,Play ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (,0.0,32,0.0,0.7654320987654323,1.0,0.0,0.46498277841561425
recency,0.5,5a7c76275542990527d554b4,Miracle,0.0,2,0.0,0.7823408624229979,1.0,0.0,0.4975961538461538
recency,0.5,5a737fff554299623ed4abb9,Scarf,0.0,2,0.0,0.6763425253991291,1.0,0.0,0.49798792756539245
recency,0.5,5a8051265542992bc0c4a6f8,Snow Treasure,0.0,2,0.0,0.7336956521739132,1.0,0.0,0.49673202614379064
recency,0.5,5a89a13c55429946c8d6e97a,Lee,0.0,1,0.5151515151515151,0.5585585585585586,1.0,0.0,0.49921752738654146
recency,0.5,5ab8854555429934fafe6e0c,draw,0.0,1,0.02482269503546099,1.0,1.0,0.0,0.4985632183908045
recency,0.5,5ab865ad5542992aa3b8c8dd,Radcliffe College,1.0,3,0.4356659142212191,0.6000000000000001,1.0,0.0,0.4973375931842384
recency,0.5,5a83305d55429966c78a6b4a,District,0.0,1,0.2844827586206897,0.7582417582417583,1.0,0.0,0.49918166939443537
recency,0.5,5a821c95554299676cceb219,1970,0.0,4,0.0,0.7379518072289158,1.0,0.0,0.49295774647887314
recency,0.5,5abe8aad55429976d4830b60,Kenny Ortega,0.0,4,0.0,0.7630331753554501,1.0,0.0,0.49509116409537157
recency,0.5,5a82ffe755429940e5e1a949,2015,0.0,4,0.0,0.731958762886598,1.0,0.0,0.4962335216572504
recency,0.5,5abd516a5542992ac4f3825c,Hindu,0.0,3,0.20116618075801745,0.7531120331950206,1.0,0.0,0.4973089343379978
recency,0.5,5a7323ef5542994cef4bc477,Battle of the Chon,0.0,5,0.0,0.7508250825082508,1.0,0.0,0.49447236180904525
recency,0.5,5ae738f75542991bbc9761c4,2003,1.0,4,0.4785276073619633,0.5463709677419355,1.0,0.0,0.4947780678851175
recency,0.5,5a89fc665542993b751ca9de,Universal,0.0,1,0.0,0.8469827586206897,1.0,0.0,0.49881516587677727
recency,0.5,5abe91895542993f32c2a168,"no
use_ons_for_the_the_r_r_r_r_r_r_r_r_r_r_r_r_r_r_r_r_r_r_r_r_r_r_r_r",0.0,32,0.0,0.7110332749562173,1.0,0.0,0.46695095948827287
recency,0.5,5ab3ede755429976abd1bcf4,John Ford,1.0,2,0.5034965034965035,0.6047619047619047,1.0,0.0,0.49673202614379064
recency,0.5,5adfec5f55429942ec259b8d,"No
also verify the following:

Commonwealth System of Higher Education. Within the Commonwealth of Pennsylvania, there are four universities located within the state. The Commonwealth System",0.0,32,0.0,0.7287356321839081,1.0,0.0,0.4596354166666667
recency,0.5,5ac2660d55429951e9e685a1,Paris,0.0,1,0.3709677419354839,0.5963855421686748,1.0,0.0,0.498997995991984
recency,0.5,5ab6a3a3554299710c8d1f0d,10,0.0,2,0.0,0.911504424778761,1.0,0.0,0.49784791965566705
recency,0.5,5a75eda35542994ccc918661,18,0.0,2,0.0,0.7637130801687765,1.0,0.0,0.4974811083123425
recency,0.5,5abb8ebe5542993f40c73b2d,Monte Ball (UK) (U.S.) (U.S.) (U.S.) (U.S.) (U.S.) (U.S.) (U,0.0,32,0.0,0.7555555555555556,1.0,0.0,0.46173149309912165
recency,0.5,5a8318955542990548d0b177,Best Grammy Awards were named after the Love Actually song from Love Actually song song song song song song song song song song song song song song song song song song song,0.0,32,0.0,0.7578125,1.0,0.0,0.45596590909090906
recency,0.5,5a81cb2c5542990a1d231ec4,Crystal Palace F.C. (1861)). Crystal Palace F.C. (1861). Founder of amateur association football club who first name winning,0.0,32,0.0,0.7600000000000002,1.0,0.0,0.4585561497326203
recency,0.5,5a8ec7cc5542995a26add518,Girlfriends,1.0,2,0.15510204081632653,0.7956403269754768,1.0,0.0,0.49719887955182074
recency,0.5,5abd9c2355429924427fd06c,2005,1.0,4,0.3455149501661129,0.6843657817109147,1.0,0.0,0.4953642384105959
recency,0.5,5adeab4555429975fa854f5f,Brick Cross,0.0,3,0.18584070796460173,0.7275132275132276,1.0,0.0,0.49654218533886607
recency,0.5,5a82360055429903bc27ba46,Quas,0.0,2,1.0,0.41696535244922334,1.0,0.0,0.49822380106571934
recency,0.5,5abacac45542996cc5e49e94,"Belmont (5), [B]]]]]",0.0,10,0.0,0.5337159253945482,1.0,0.0,0.463785046728972
recency,0.5,5adf24155542992d7e9f92af,Alfred Jodl,0.0,5,0.4522292993630574,0.5585106382978722,1.0,0.0,0.492283950617284
recency,0.5,5a825da055429954d2e2eb17,Beaux,0.0,2,0.0,0.8209718670076724,1.0,0.0,0.4979079497907948
recency,0.5,5ae4f3c455429960a22e0221,Colony:,0.0,3,0.0,0.7470119521912353,1.0,0.0,0.4969474969474972
recency,0.5,5a855ca15542992a431d1b12,"Liu
Ada Liu: the Chinese actress also known as Crystal Liu stars in Night Peacock with Ada Liu Liu stars in Night Peacock with Ada Liu Liu",0.0,32,0.0,0.812720848056537,1.0,0.0,0.447098976109215
recency,0.5,5ab23d8a55429970612095c9,H resolutions (5),0.0,5,0.0,0.6443768996960486,1.0,0.0,0.4898373983739836
recency,0.5,5a74106b55429979e288289e,Mumbai,1.0,2,0.32919254658385094,0.6960000000000002,1.0,0.0,0.4961389961389961
recency,0.5,5a792f3e554299029c4b5f20,Bavuerkolrainrainrainrainrainrainrainrainrainrainrainrainrainrainrainrainrainrainrainrainrainrainrainrainrainrainrainrain,0.0,32,0.0,0.587248322147651,1.0,0.0,0.4334763948497854
recency,0.5,5ab42d6055429942dd415eb0,Mike,0.0,1,0.3684210526315789,0.6525612472160355,1.0,0.0,0.49888888888888894
recency,0.5,5ae5fa38554299546bf82ff1,Jean,0.0,1,0.0,0.9039215686274509,1.0,0.0,0.49900990099009906
recency,0.5,5ade007e5542997545bbbdf4,N.I.B,1.0,3,0.4251207729468599,0.5527950310559007,1.0,0.0,0.49630541871921197
recency,0.5,5ac4e13f554299076e296e2d,Althus,0.0,2,0.25095057034220525,0.7185929648241207,1.0,0.0,0.4973753280839895
recency,0.5,5ab5dcb95542992aa134a3b3,No,1.0,1,0.14049586776859507,0.7705314009661837,1.0,0.0,0.49934123847167317
recency,0.5,5a8d42c95542994ba4e3dc43,1976,1.0,4,0.0,0.729264475743349,1.0,0.0,0.4964894684052157
recency,0.5,5ab70f79554299110f219aa9,Finland,0.0,2,0.0,0.6814671814671813,1.0,0.0,0.49803921568627474
recency,0.5,5ae7b001554299540e5a5645,Whitney,0.0,3,0.6695095948827292,0.33426966292134835,1.0,0.0,0.4973375931842384
recency,0.5,5a8ac0595542992d82986f6c,"G Kong, minor role, this New Zealand storyboard artist played in the film ""King Kong"" who will direct the film based on the novel by Philip Reeve",0.0,32,0.19806763285024154,0.5857142857142857,1.0,0.0,0.46509009009009017
recency,0.5,5a7cfb2755429907fabef084,1993,1.0,4,0.5,0.5479744136460556,1.0,0.0,0.4948320413436693
recency,0.5,5a802e135542992bc0c4a6c7,"Play: Blue Dwarf is a type of online text-based role-playing game closely related to both interactive fiction and collaborative writing. Compared to other roleplaying game formats,",0.0,32,0.07317073170731708,0.6757493188010897,1.0,0.0,0.4511041009463723
recency,0.5,5ae47dd95542995ad6573d57,Bar,0.0,1,0.7135678391959801,0.4000000000000001,1.0,0.0,0.4980237154150198
recency,0.5,5a7c68575542996dd594b91c,Fade to Black,1.0,3,1.0,0.3725961538461538,1.0,0.0,0.4954819277108435
recency,0.5,5a8e07185542995085b37389,Raya,0.0,2,0.0,0.8091743119266054,1.0,0.0,0.4978540772532189
recency,0.5,5ae4f2595542990ba0bbb1a8,Cyndi,0.0,3,0.28985507246376807,0.7055555555555556,1.0,0.0,0.49665327978581
recency,0.5,5ae72e5d5542991e8301cba8,MVP,0.0,2,0.0,0.7321428571428572,1.0,0.0,0.49769585253456217
recency,0.5,5a8a48ee55429930ff3c0d66,8,0.0,1,0.0,0.7109589041095891,1.0,0.0,0.49954254345837146
recency,0.5,5ab7f3285542992aa3b8c88f,Toussaint L,0.0,5,0.0,0.9964028776978415,1.0,0.0,0.4927536231884058
recency,0.5,5a77a65b5542992a6e59df57,Current Mood,0.0,2,0.0,0.7452229299363055,1.0,0.0,0.4963768115942029
recency,0.5,5ade1f1c55429939a52fe82d,Bruce Willis,0.0,2,0.0,0.6961206896551722,1.0,0.0,0.4979480164158686
recency,0.5,5a86b13f55429960ec39b6c3,Czech-Republic,0.0,4,0.0,0.8602739726027399,1.0,0.0,0.495104895104895
recency,0.5,5ab56f3e5542992aa134a317,Crocosmia,1.0,3,0.0,0.78125,1.0,0.0,0.4952561669829223
recency,0.5,5a8126265542995ce29dcbc9,"Desmond, Samuel Sisulu was part of the actions against the ruling National Party government.",0.0,19,0.16666666666666669,0.6911447084233262,1.0,0.0,0.47716346153846145
recency,0.5,5a7349125542994cef4bc505,Mr,0.0,1,0.0,0.710217755443886,1.0,0.0,0.49891540130151824
recency,0.5,5a8b99a45542997f31a41d7f,Ram,0.0,1,0.0,0.6119733924611974,1.0,0.0,0.4995843724023275
recency,0.5,5ae26197554299495565da51,Big,0.0,1,0.0,0.8615984405458089,1.0,0.0,0.4989775051124744
recency,0.5,5ab92e02554299753720f775,Paris,0.0,1,0.4328358208955224,0.6005830903790086,1.0,0.0,0.49847094801223246
recency,0.5,5abc715f5542993a06baf8ea,Daniil Boris,0.0,3,0.33333333333333337,0.5970772442588728,1.0,0.0,0.4959893048128342
recency,0.5,5abc089b5542993f40c73c57,Retina Display,0.0,3,0.5,0.5595567867036012,1.0,0.0,0.4963289280469897
recency,0.5,5adf734b5542995ec70e9016,Chelsea,0.0,1,0.0,0.7342192691029901,1.0,0.0,0.4990138067061143
recency,0.5,5a7309a15542992359bc320c,Börnak,0.0,3,0.0,0.7760532150776054,1.0,0.0,0.4962121212121212
recency,0.5,5ab8f7535542991b5579f0a7,Sacred Planet,1.0,3,0.0,0.7911275415896488,1.0,0.0,0.49673202614379064
recency,0.5,5ab55455554299488d4d993b,174000,0.0,6,0.0,0.9478527607361963,1.0,0.0,0.4920174165457184
recency,0.5,5ae644c55542992663a4f27e,1975,0.0,4,0.0,0.638586956521739,1.0,0.0,0.4960474308300395
recency,0.5,5a7c74a65542990527d554b0,The Wind in the Willows,1.0,6,0.0,0.8098159509202455,1.0,0.0,0.4900990099009902
recency,0.5,5ae406f055429970de88d874,LA Slo Vance,0.0,3,0.0,0.6574257425742576,1.0,0.0,0.49585635359116037
recency,0.5,5a7e4414554299495941995c,5,0.0,1,0.0,0.7705627705627704,1.0,0.0,0.4991289198606272
recency,0.5,5ac036b95542992a796deccd,EN,0.0,1,0.0,0.7631578947368421,1.0,0.0,0.49915966386554644
recency,0.5,5ab4147a5542996a3a969f1e,4,0.0,1,0.0,0.6640625,1.0,0.0,0.4989316239316241
recency,0.5,5a8c8828554299653c1aa0ae,"Marmaduke Bernard Fitzalan
[
4] Bernard Fitzalan
.

Bern Bern",0.0,18,0.0,0.7520215633423181,1.0,0.0,0.4736842105263157
recency,0.5,5a823f61554299676cceb234,Big Miracle: Freeing the Whales - 1989 - Operation Breakthrough - Freeing the Whales - 1985 - Free,0.0,32,0.0,0.8918918918918918,1.0,0.0,0.4534351145038168
recency,0.5,5abed4d55542990832d3a0e0,Yes,1.0,1,0.0,0.6760124610591901,1.0,0.0,0.49890590809628005
recency,0.5,5abbb42555429931dba144af,Jean-Paul Sartre,0.0,6,0.0,0.8129175946547884,1.0,0.0,0.49318463444857497
recency,0.5,5ab2f50a55429929539468cd,Strategic Drive,0.0,3,0.0,0.667946257197697,1.0,0.0,0.4959893048128342
recency,0.5,5a8781b65542993e715abf8f,No,1.0,1,0.0,0.8653846153846155,1.0,0.0,0.4990138067061143
recency,0.5,5aba6d4b5542994dbf019906,English,0.0,1,0.0,0.8772455089820359,1.0,0.0,0.4985074626865672
recency,0.5,5ab42b8955429942dd415ea6,B Bourbon,0.0,2,0.7726027397260276,0.23880597014925378,1.0,0.0,0.4975786924939466
recency,0.5,5ae684925542995703ce8b71,1985-87,0.0,7,0.048245614035087724,0.7772397094430992,1.0,0.0,0.4914361001317525
recency,0.5,5ab80e1455429916710eafd7,EU,0.0,1,0.563467492260062,0.4741379310344828,1.0,0.0,0.49852507374631255
recency,0.5,5a7f7c285542994857a76746,five,1.0,1,0.0,1.0,1.0,0.0,0.49935649935649923
recency,0.5,5a84de5f5542991dd0999e07,Detroit,0.0,1,0.0,0.7880184331797234,1.0,0.0,0.49933244325767706
recency,0.5,5a8a3a355542996c9b8d5e5e,Manchester,0.0,1,0.4065040650406504,0.5754884547069273,1.0,0.0,0.49891540130151824
recency,0.5,5a80ad205542992bc0c4a79d,"Roha
Golk, Golk, Golk, Golk, Golk, Golk, Golk, Golk, Golk, Golk",0.0,32,0.0,0.6934460887949259,1.0,0.0,0.4610472541507024
recency,0.5,5ae0616255429924de1b70ca,No,1.0,1,0.0,0.7405660377358491,1.0,0.0,0.49927007299270065
recency,0.5,5ac4e03f5542995c82c4ad75,"Kimathi
Stars of the 2008 South Korean movie that was later remade as Hindi movie entitled ""Murder 2"" in 2",0.0,32,0.1888888888888889,0.5677530017152661,1.0,0.0,0.4656917885264342
recency,0.5,5adfc9a555429906c02daa42,Yếws 5,0.0,5,0.0889679715302491,0.7755991285403048,1.0,0.0,0.49478563151796057
recency,0.5,5adccd795542990d50227d2c,Rabbits,0.0,3,0.0,0.7150537634408602,1.0,0.0,0.49588138385502467
recency,0.5,5a8f64605542992414482aaa,No,1.0,1,0.0,0.7756410256410257,1.0,0.0,0.49950544015825915
recency,0.5,5ae60530554299546bf8301e,Blackpool,0.0,2,0.0,0.7306122448979591,1.0,0.0,0.49748743718592947
recency,0.5,5add433b5542997545bbbd02,"Shining Abroad first. The book is remarkable for two reasons–-it is the only novel Twain wrote with a collaborator, and its title very",0.0,32,0.0,0.7645631067961166,1.0,0.0,0.46044098573281445
recency,0.5,5ae2fca555429928c423958a,Art Rock Sound,0.0,3,0.3043478260869566,0.7163120567375887,1.0,0.0,0.4961832061068702
recency,0.5,5a82c51055429966c78a6a8d,Los Angeles,0.0,2,0.0930232558139535,0.7539682539682538,1.0,0.0,0.49826989619377166
recency,0.5,5a88e3cc5542997e5c09a6c2,Great Neck,0.0,2,0.0,0.6299862448418158,1.0,0.0,0.49794661190965095
recency,0.5,5abb07e95542992ccd8e7ec4,700,0.0,3,0.0,0.5975820379965457,1.0,0.0,0.49602122015915107
recency,0.5,5a7414d855429929fddd83db,Arsenal,1.0,2,0.0,0.8229166666666667,1.0,0.0,0.4980237154150198
recency,0.5,5ab8337a55429919ba4e225f,No,0.0,1,0.0,0.8415300546448089,1.0,0.0,0.4989939637826961
recency,0.5,5a835b88554299123d8c2101,Yeshua,0.0,3,0.0,0.6079734219269103,1.0,0.0,0.49624060150375954
recency,0.5,5a81dacc55429926c1cdada0,William Shakespeare,1.0,2,0.0,0.8398791540785497,1.0,0.0,0.496845425867508
recency,0.5,5ae0345855429924de1b705f,The Cotal Arena is located on the premises of Choice Hotels International. Choice Hotels. Hotels. Hotels. Hotels. Hotels. Hotels. Hotels. Hotels. Hotels,0.0,32,0.0,0.7654028436018955,1.0,0.0,0.4594240837696335
recency,0.5,5a8d02cc554299441c6b9fb6,King,0.0,1,0.0,0.7036011080332409,1.0,0.0,0.4983388704318937
recency,0.5,5ab442645542991751b4d70c,Ark,0.0,1,0.39677419354838706,0.602803738317757,1.0,0.0,0.4988452655889146
recency,0.5,5a8b45765542995d1e6f1333,Brought,0.0,2,0.3645484949832777,0.6981132075471698,1.0,0.0,0.4979253112033193
recency,0.5,5ab47e0a5542990594ba9c32,Kay,0.0,1,0.0,0.6162361623616236,1.0,0.0,0.4993215739484396
recency,0.5,5a77aa8655429949eeb29f22,"Mir Jeffrey Graham Shaw , to replace an earlier house, designed and built in 1999–2020, to replace an earlier house,",0.0,32,0.0,0.6321070234113714,1.0,0.0,0.439453125
recency,0.5,5a73f4f75542993a88ae2ebc,"Yawn
Which actor was born August 17 1993?",0.0,17,0.07843137254901962,1.0,1.0,0.0,0.46530612244897956
recency,0.5,5a8b7d7d5542997f31a41d4b,James Elliot,0.0,2,0.5755395683453237,0.5294117647058826,1.0,0.0,0.4965635738831615
recency,0.5,5ae60dcc554299546bf83043,O McGruff,0.0,3,0.0,0.5852878464818763,1.0,0.0,0.4974093264248707
recency,0.5,5ab71f7d554299110f219ab9,BBC,1.0,1,0.0,0.7823834196891191,1.0,0.0,0.499290780141844
recency,0.5,5ade858a55429975fa854eea,Tennis,1.0,2,0.08955223880597013,1.0,1.0,0.0,0.49607843137254903
recency,0.5,5ac4920d5542996feb3fe8d3,October 13,0.0,4,0.0,0.8632707774798929,1.0,0.0,0.4945355191256831
recency,0.5,5a7c2819554299683c1c62db,Brandy Roche,0.0,4,0.0,0.7414187643020598,1.0,0.0,0.49535192563081015
recency,0.5,5a80956e5542996402f6a579,Calist (planetary nomenclature)),0.0,9,0.0,0.835294117647059,1.0,0.0,0.48911651728553135
recency,0.5,5ae5f9b355429929b0807a4b,Matt,0.0,1,0.005464480874316941,1.0,1.0,0.0,0.4988558352402746
recency,0.5,5ae1bf46554299234fd042e6,Yes,1.0,1,0.0,0.6847826086956522,1.0,0.0,0.49852941176470605
recency,0.5,5ae655845542991bbc9760c3,Rock Lewis,0.0,2,0.0,0.64367816091954,1.0,0.0,0.49826589595375714
recency,0.5,5a77e70f5542992a6e59dfeb,The Rite,0.0,3,0.05590062111801243,0.7446428571428572,1.0,0.0,0.4971209213051824
recency,0.5,5ae400ab5542995dadf242be,Yes,1.0,1,0.0,0.8285714285714287,1.0,0.0,0.4992592592592591
recency,0.5,5a8f93f5554299458435d67e,1989,0.0,4,0.0,0.642512077294686,1.0,0.0,0.49544419134396356
recency,0.5,5a8a4b9955429930ff3c0d88,Adolph Green,0.0,3,0.2784810126582278,0.5976331360946747,1.0,0.0,0.4961734693877552
recency,0.5,5a83d0845542996488c2e4e6,Robert Doesn†‍             �,0.0,32,0.5303867403314916,0.47727272727272724,1.0,0.0,0.45994832041343664
recency,0.5,5a7cd28c554299452d57ba80,FC Chiasso,0.0,3,0.6279069767441859,0.5174603174603177,1.0,0.0,0.49411764705882333
