setting,mode,qid,level,qtype,question,gold_answer,gold_ids,retrieved_ids,prediction,raw_generation,parsed_ok,prompt_tokens,decode_tokens,n_paragraphs
topk_02,short,5ae200655542994d89d5b2f4,hard,bridge,How many students were enrolled in American professional bowler Chris Barnes' high school in the 2010-2011 school year?,"1,840 students",5 9,9 7,1900,,1,394,4,10
topk_02,short,5adf430e5542993a75d2645e,hard,comparison,"Which canal, Miami Canal or Dundee Canal, also supplies hydro-power and water for manufacturing?",Dundee Canal,2 4,2 4,Dundee Canal,,1,296,4,10
topk_02,short,5adc99cf554299438c868e0d,hard,bridge,What is the middle name of the singer who recorded Would You Like to Take a Walk? with Louis Armstrong in 1951,Jane,1 4,4 0,None,,1,426,1,10
topk_02,short,5ab262a4554299340b5254ac,hard,bridge,What was Richard Connell's best known work The Hounds of Zaroff also published as?,The Most Dangerous Game,0 3,3 0,The Most Dangerous Game,,1,371,4,10
topk_02,short,5a770d785542993569682cad,hard,bridge,The Stone Book series is set in what country?,North West England,6 7,7 5,UK,,1,356,1,10
topk_02,short,5a7f275d55429934daa2fd01,hard,comparison,Are both Jonathan Marray and Wayne Black British?,no,0 2,0 2,No,,1,253,1,10
topk_02,short,5ae54b6355429908b63265cc,hard,comparison,Sporobolus and Zea are in the same what?,family,0 7,0 7,grass family,,1,193,2,10
topk_02,short,5ac4c16b5542997ea680cab4,hard,comparison,Are Mick Jagger and Brett Scallions both musicians?,yes,0 4,0 4,Yes,,1,295,1,10
topk_02,short,5ab3c18b55429969a97a81b0,hard,bridge,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",St. Patrick's Day in 1988,1 2,1 8,1989,,1,294,4,10
topk_02,short,5a84b0705542991dd0999d86,hard,bridge,Which 8-year old star of an epistolary novel turned musical by Alice Walker also voiced Frankie Greene in a Disney series?,Diamond White,0 7,7 0,Diamond White,,1,307,2,10
topk_02,short,5ae151985542990adbacf74d,hard,comparison,"Which music group has the most members, DC Talk, or Manchester Orchestra?",Manchester Orchestra,3 4,4 3,Manchester Orchestra,,1,375,2,10
topk_02,short,5abdba405542993f32c2a023,hard,bridge,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers,3 5,3 5,Perfect Strangers,,1,425,3,10
topk_02,short,5a80721b554299485f5985ef,hard,bridge,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,0 9,0 2,World War I,,1,204,3,10
topk_02,short,5ab41677554299753aec5a38,hard,bridge,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",World War I fighter aircraft.,0 1,0 8,None,,1,400,1,10
topk_02,short,5adcf37e5542994ed6169c37,hard,bridge,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW X6,0 5,7 8,X5 M,,1,347,3,10
topk_02,short,5ae33fa95542990afbd1e0f2,hard,comparison,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,no,1 9,9 1,No,,1,367,1,10
topk_02,short,5aba510f5542994dbf0198d6,hard,bridge,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza,1 3,1 3,Yakuza,,1,351,3,10
topk_02,short,5a7d1765554299452d57bade,hard,bridge,The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,filibuster,7 8,8 0,Theodore G. Bilbo,,1,315,6,10
topk_02,short,5ae0536755429924de1b70a6,hard,comparison,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",yes,3 8,8 3,Yes,,1,193,1,10
topk_02,short,5abcf84d55429959677d6b86,hard,bridge,Mexican Indignados Movement is a response to a war also known as?,Mexican War on Drugs,0 1,1 0,Mexican Drug War,,1,384,4,10
topk_02,short,5ab5c8c5554299637185c60d,hard,comparison,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,no,2 4,2 4,No,,1,310,1,10
topk_02,short,5ac0714f554299294b218fe1,hard,bridge,"Robert Allen ""Bob"" Case is best known for inspiring the naming of which initial area of low pressure developed off Atlantic Canada on October 29?",1991 Perfect Storm,4 9,4 2,The Perfect Storm,,1,379,3,10
topk_02,short,5adcdea85542992c1e3a2441,hard,bridge,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee,2 3,3 8,Chinese Coffee,,1,233,2,10
topk_02,short,5ac257fe55429951e9e68562,hard,comparison,"Who has more scope of profession, Bob Fosse or Angelina Jolie?",Robert Louis Fosse,0 6,6 0,Bob Fosse,,1,356,4,10
topk_02,short,5ae8242455429952e35eaa54,hard,bridge,What bitcoin start up featured Erik Voorhees as Director of Marketing?,BitInstant,2 5,2 5,BitInstant,,1,251,2,10
topk_02,short,5adfd56655429925eb1afaac,hard,bridge,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",David Patrick Griffin,3 8,8 4,Christopher Moore,,1,624,2,10
topk_02,short,5ae0f5fc554299422ee9957c,hard,bridge,Who did Neleus of Scepsis study under in addition to Theophrastus in the Peripatetic school?,Aristotle,2 6,2 6,Aristotle,,1,449,3,10
topk_02,short,5ae5d63b5542996de7b71a2d,hard,bridge,In what basketball position does the brother of Saulius Kuzminskas play?,small forward,7 8,7 8,small forward,,1,231,2,10
topk_02,short,5ab29caa554299545a2cf9d3,hard,bridge,Which gaming console was both Yakuza Kiwami and Yakuza 0 released on?,PlayStation 4,2 8,2 8,PlayStation 4,,1,376,4,10
topk_02,short,5a7c76275542990527d554b4,hard,comparison,Which film was released first out of The Hunchback of Notre Dame and Miracle of the White Stallions?,Miracle of the White Stallions,1 8,1 8,Miracle of the White Stallions,,1,335,7,10
topk_02,short,5a737fff554299623ed4abb9,hard,bridge,"What was built near the residential neighborhood of Ramsay, Calgary in 1983?",Scotiabank Saddledome,1 6,6 1,Scotiabank Saddledome,,1,296,7,10
topk_02,short,5a8051265542992bc0c4a6f8,hard,bridge,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,Cool Runnings,3 8,8 7,National Treasure,,1,331,2,10
topk_02,short,5a89a13c55429946c8d6e97a,hard,bridge,Of what county is the city 7 miles east of Trace State Park the seat?,"Lee County, Mississippi",8 9,8 6,Pontotoc,,1,277,3,10
topk_02,short,5ab8854555429934fafe6e0c,hard,bridge,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",drawings,7 8,7 8,drawings,,1,393,2,10
topk_02,short,5ab865ad5542992aa3b8c8dd,hard,bridge,"Jennifer Gordon received a bachelor of arts degree from which women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard College?",Radcliffe College,6 8,6 5,Radcliffe College,,1,562,3,10
topk_02,short,5a83305d55429966c78a6b4a,hard,comparison,In which U.S. state are MedStar Georgetown University Hospital and Providence Hospital?,District of Columbia,4 8,8 3,DC,,1,339,1,10
topk_02,short,5a821c95554299676cceb219,hard,bridge,"The subject of McGinniss' 1983 book ""Fatal Vision"" was convicted of murder in what year?",1979,5 7,9 8,1985,,1,190,4,10
topk_02,short,5abe8aad55429976d4830b60,hard,comparison,"Which American Director doubled as a choreographer also, Stanley Kubrick or Kenny Ortega?","Kenneth John ""Kenny"" Ortega (born April 18, 1950) is an American producer, director, and choreographer.",4 7,4 7,Kenny Ortega,,1,282,4,10
topk_02,short,5a82ffe755429940e5e1a949,hard,bridge,Lou Pai is a former executive of an energy company that went bankrupt in what year?,2001,6 7,7 6,2001,,1,374,4,10
topk_02,short,5abd516a5542992ac4f3825c,hard,bridge,What religion is the composer for India's first science fiction film series?,Hindi,1 8,8 4,Bengali,,1,677,3,10
topk_02,short,5a7323ef5542994cef4bc477,hard,comparison,Which battle took place first out of the Battle of the Ch'ongch'on River and the Battle of Tarawa?,The Battle of Tarawa,1 8,8 1,Battle of Tarawa,,1,380,4,10
topk_02,short,5ae738f75542991bbc9761c4,hard,bridge,What year was the brother of this first round draft pick by the Washington Redskins drafted?,2003,3 5,3 2,1999,,1,324,4,10
topk_02,short,5a89fc665542993b751ca9de,hard,bridge,Which them park is host to both the Back to the Future Rid and The Simpsons Ride?,Universal Studios Florida,2 6,2 6,Universal Studios Florida,,1,371,3,10
topk_02,short,5abe91895542993f32c2a168,hard,comparison,Did the Sandy and Beaver Canal remain operational until a later date than the Los Angeles Aqueduct?,no,0 6,0 6,no,,1,358,1,10
topk_02,short,5ab3ede755429976abd1bcf4,hard,bridge,Who directed the 1940 film in which John Arledge appeared?,John Ford,4 7,4 5,Howard Bretherton,,1,226,4,10
topk_02,short,5adfec5f55429942ec259b8d,hard,comparison,Are Mirpur University of Science and Technology and University of Debrecen both Universities located outside of the United States?,yes,0 9,9 0,No,,1,324,1,10
topk_02,short,5ac2660d55429951e9e685a1,hard,bridge,"which American actress, singer, and songwriter too the tour of I Stand tour",Idina Kim Menzel,3 4,3 5,Paris,,1,252,1,10
topk_02,short,5ab6a3a3554299710c8d1f0d,hard,bridge,Grounded Vindaloop is an episode from an animated television series that had this many episodes in its eighteenth season?,ten episodes,1 6,1 6,10,,1,349,2,10
topk_02,short,5a75eda35542994ccc918661,hard,bridge,How many consecutive years had the Serie A been comprised of 18 teams when Hernan Crespo got injured?,15th consecutive,0 8,8 9,15,,1,267,2,10
topk_02,short,5abb8ebe5542993f40c73b2d,hard,bridge,What British made dance competition television series franchise did Claudia Albertario appear on?,"""Dancing on Ice"" around the world",5 6,6 5,Dancing on Ice,,1,338,4,10
topk_02,short,5a8318955542990548d0b177,hard,bridge,How many Grammy awards were won by an album named after the Joni Mitchell song from Love Actually?,two Grammy awards,1 3,1 3,2,,1,311,1,10
topk_02,short,5a81cb2c5542990a1d231ec4,hard,bridge,"What award does Crystal Palace F.C. present, first won by John McCormick and most recently by Wilfried Zaha?",Player of the Year,0 4,0 4,Crystal Palace F.C. Player of the Year,,1,337,9,10
topk_02,short,5a8ec7cc5542995a26add518,hard,comparison,"Which was published more frequently, Popular Science or Girlfriends?",Girlfriends,5 6,6 7,Popular Science,,1,288,2,10
topk_02,short,5abd9c2355429924427fd06c,hard,bridge,"In what year did the actor who starred in the TV Land original series ""The Soul Man"" host the Black Movie Awards?",2005,5 6,0 5,None,,1,394,1,10
topk_02,short,5adeab4555429975fa854f5f,hard,bridge,The Robey-Peters Gun-Carrier was built at a commuter village with at population of what at the 2001 census?,"4,530",5 6,6 8,Lincoln,,1,266,2,10
topk_02,short,5a82360055429903bc27ba46,hard,bridge,"This American is best known for his work on such Disney animated films as ""Beauty and the Beast"" and a 1996 American animated musical drama film whose plot centers on who?",Quasimodo,0 1,5 3,Robby Benson,,1,554,3,10
topk_02,short,5abacac45542996cc5e49e94,hard,bridge,In what part of England is John Folwes' country house located?,"West Dorset, South West England.",0 4,0 9,Belmont,,1,239,2,10
topk_02,short,5adf24155542992d7e9f92af,hard,bridge,Richard Münch portrayed the German general who served in what capacity during WWII in the 1970 movie Patton?,Oberkommando der Wehrmacht,4 5,5 6,Alfred Jodl,,1,277,5,10
topk_02,short,5a825da055429954d2e2eb17,hard,bridge,Which style is the building located on the East Side of Midtown Manhattan that Robert Von Ancken appraised?,Art Deco-style skyscraper,4 9,9 4,Art Deco,,1,316,3,10
topk_02,short,5ae4f3c455429960a22e0221,hard,bridge,What is the are of the university at which Dick Biddle served as head football coach?,575 acres (2.08 km²),6 8,8 1,Colgate,,1,417,2,10
topk_02,short,5a855ca15542992a431d1b12,hard,bridge,The Chinese actress also known as Crystal Liu stars in Night Peacock with which three other actresses?,"Liu Ye, Yu Shaoqun and Leon Lai",5 6,5 6,"Liu Ye, Yu Shaoqun and Leon Lai",,1,294,13,10
topk_02,short,5ab23d8a55429970612095c9,hard,bridge,Which City in the Miami metropolitan area is home to the Primetime Race Group?,"Hollywood, Florida",2 3,2 0,Hollywood,,1,254,2,10
topk_02,short,5a74106b55429979e288289e,hard,bridge,Where is the company that Sachin Warrier worked for as a software engineer headquartered?,Mumbai,4 6,4 1,Kochi,,1,266,3,10
topk_02,short,5a792f3e554299029c4b5f20,hard,bridge,What was the name of a land where Maria Anna of Spain's husband was king?,Hungary,4 5,4 2,Hungary,,1,232,2,10
topk_02,short,5ab42d6055429942dd415eb0,hard,bridge,Who was the team president of the 2012 Cleveland Browns?,Mike Holmgren,2 7,2 8,Mike Holmgren,,1,439,4,10
topk_02,short,5ae5fa38554299546bf82ff1,hard,bridge,Who directed the 2014 American biographical survival drama film which Laura Elizabeth Dern was nominated for the Academy Award for Best Supporting Actress in,Jean-Marc Vallée,5 7,5 7,Jean-Marc Vallée,,1,491,5,10
topk_02,short,5ade007e5542997545bbbdf4,hard,bridge,The Very Best of Ugly Kid Joe: As Ugly as It Gets includes a cover of which Black Sabbath song from their 1970 debut?,N.I.B.,0 5,0 6,N.I.B.,,1,533,4,10
topk_02,short,5ac4e13f554299076e296e2d,hard,bridge,"which German philosopher wrote ""The opera ""Lulu""",Theodor W. Adorno,4 9,9 0,Alban Berg,,1,470,3,10
topk_02,short,5ab5dcb95542992aa134a3b3,hard,comparison,Are Toshi and Warrel Dane both in the band Sanctuary?,no,6 7,6 0,No,,1,286,1,10
topk_02,short,5a8d42c95542994ba4e3dc43,hard,bridge,Dr. Saleha Mahmood Abedin's daughter was born in what year ?,1976,1 2,1 2,1976,,1,349,4,10
topk_02,short,5ab70f79554299110f219aa9,hard,bridge,What is the nationality of this company that services MS Moby Dada?,Danish,6 8,6 9,Finland,,1,331,2,10
topk_02,short,5ae7b001554299540e5a5645,hard,bridge,"Brandy was handpicked by a producer that herself had been recognized by the ""Guinness World Records"" for what?",most awarded female act of all-time,1 3,3 7,Ab India Todega,,1,360,4,10
topk_02,short,5a8ac0595542992d82986f6c,hard,bridge,"Which minor role did this New Zealand storyboard artist play in the film ""King Kong"" who will direct the film based on the novel by Philip Reeve?",Gondorian soldier,7 8,8 6,Gondorian soldier,,1,444,4,10
topk_02,short,5a7cfb2755429907fabef084,hard,bridge,What year did the director of The Quiet American die?,1993,5 7,5 8,2002,,1,251,4,10
topk_02,short,5a802e135542992bc0c4a6c7,hard,bridge,Blue Dwarf is what type of online text-based role-playing game?,play-by-post role-playing game,0 7,7 4,Play-by-post,,1,258,3,10
topk_02,short,5ae47dd95542995ad6573d57,hard,bridge,Who was the boyfriend of Thelma Lou in the series with Jim Nabors?,Barney Fife,0 7,6 0,Barney Fife,,1,223,4,10
topk_02,short,5a7c68575542996dd594b91c,hard,bridge,What was the sequel of the game that e was published by U.S. Gold in 1992?,Fade to Black,0 5,3 2,Journey from Darkness: Strider Returns,,1,442,8,10
topk_02,short,5a8e07185542995085b37389,hard,bridge,Private Music signed the drummer who was part of which English group?,Beatles,7 8,7 8,The Beatles,,1,378,2,10
topk_02,short,5ae4f2595542990ba0bbb1a8,hard,bridge,"When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?","June 22, 1953",0 5,5 9,Cyndi Lauper,,1,412,5,10
topk_02,short,5ae72e5d5542991e8301cba8,hard,bridge,What position did the winner of the MVP in Pool C of the 2017 WBC play?,third baseman,4 7,4 5,Manny Machado,,1,347,4,10
topk_02,short,5a8a48ee55429930ff3c0d66,hard,bridge,Kadeem Jack is a player in a league that started with how many teams?,eight,0 1,1 9,18,,1,349,2,10
topk_02,short,5ab7f3285542992aa3b8c88f,hard,bridge,Suzanne Simone Baptiste Louverture is the wife of the leader of which revolution?,the Haitian Revolution,0 5,0 5,Toussaint Louverture,,1,334,6,10
topk_02,short,5a77a65b5542992a6e59df57,hard,bridge,"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?","September 8, 2017",5 9,9 5,"September 8, 2017",,1,229,9,10
topk_02,short,5ade1f1c55429939a52fe82d,hard,bridge,"Len Wiseman directed ""Live Free or Die Hard"" which is the 4 installment in the Die Hard film franchise base on what character?",John McClane,2 3,2 3,John McClane,,1,258,3,10
topk_02,short,5a86b13f55429960ec39b6c3,hard,bridge,Where was the second World Junior Ice Hockey Championship in which Miroslav Přerost coached the men's national junior ice hockey team hosted?,"Ufa, Russia",3 8,8 3,Ufa,,1,341,2,10
topk_02,short,5ab56f3e5542992aa134a317,hard,comparison,"Which genus of flowering plant is found in an environment further south, Crocosmia or Cimicifuga?",Crocosmia,6 7,6 7,Crocosmia,,1,230,3,10
topk_02,short,5a8126265542995ce29dcbc9,hard,bridge,Which South African anti-apartheid archbishop was part of the actions against the ruling National Party government?,Desmond Mpilo Tutu,7 8,8 3,Desmond Tutu,,1,335,4,10
topk_02,short,5a7349125542994cef4bc505,hard,bridge,Baadshah is an Indian action comedy film that was inspired by what Hong Kong action movie starring Jackie Chan and Richard Norton?,Mr. Nice Guy,7 9,7 9,Mr. Nice Guy,,1,316,4,10
topk_02,short,5a8b99a45542997f31a41d7f,hard,bridge,Who played the female lead in a 2007 Indian Telugu film that was an unofficial copy of a remake of Lina Wertmuller's 1974 film?,Neha Sharma,7 9,6 3,Sheela,,1,336,2,10
topk_02,short,5ae26197554299495565da51,hard,bridge,"American singer-songwriter, Taylor Swift, self-penned the song, Change, alongside Nathan Chapman, which was featured on her second studio album released by who?",Big Machine Records,7 8,8 7,Big Machine Records,,1,456,3,10
topk_02,short,5ab92e02554299753720f775,hard,bridge,What was the largest passenger capacity of the plane type used for BOAC Flight 911 ?,219,0 1,0 6,Boeing 707-436,,1,322,10,10
topk_02,short,5abc715f5542993a06baf8ea,hard,bridge,which Soviet Russian cellist.did Anton Ginsburg work best known as accompany,Daniil Shafran,1 3,1 7,Mstislav Rostropovich,,1,440,8,10
topk_02,short,5abc089b5542993f40c73c57,hard,bridge,MacBook offers what brand-type of displays that are higher-resolution than other portable computers?,Retina,5 9,5 1,Retina,,1,316,2,10
topk_02,short,5adf734b5542995ec70e9016,hard,bridge,What show other than Hello Ross did Chelsea Handler appear on in January of 2016,Chelsea Does,6 8,8 9,Chelsea Does,,1,277,2,10
topk_02,short,5a7309a15542992359bc320c,hard,bridge,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",Benny Andersson,1 9,1 9,Benny Andersson,,1,332,4,10
topk_02,short,5ab8f7535542991b5579f0a7,hard,comparison,Which film was released first: Sacred Planet or Oz the Great and Powerful?,Sacred Planet,0 9,0 9,Sacred Planet,,1,368,3,10
topk_02,short,5ab55455554299488d4d993b,hard,bridge,Mount Stimson is the second highest peak in national park that encompasses how many acres?,over 1 million,4 6,4 6,1000000,,1,354,7,10
topk_02,short,5ae644c55542992663a4f27e,hard,bridge,"When was the club formed, for which Adam Johnson played as well as Middlesbrough and Watford ?",1919,5 6,6 8,1901,,1,378,4,10
topk_02,short,5a7c74a65542990527d554b0,hard,comparison,"Which of the two came out first, The Wind in the Willows or The Bears and I?",The Wind in the Willows,0 2,2 0,The Wind in the Willows,,1,271,6,10
topk_02,short,5ae406f055429970de88d874,hard,bridge,"What Cason, CA soccer team features the son of Roy Lassiter?",LA Galaxy,6 8,6 8,LA Galaxy,,1,209,2,10
topk_02,short,5a7e4414554299495941995c,hard,bridge,Vincas Kudirka is the author of both the music and lyrics of a national anthem which has how many words?,fifty-word,0 1,0 1,50,,1,446,2,10
topk_02,short,5ac036b95542992a796deccd,hard,bridge,From where was the award which has Matt James as a winner in 2012 has its name derived?,EN World web site,1 8,1 5,Paris,,1,278,1,10
topk_02,short,5ab4147a5542996a3a969f1e,hard,bridge,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,seven,3 4,4 7,4,,1,497,1,10
topk_02,short,5a8c8828554299653c1aa0ae,hard,bridge,"Edward Fitzalan-Howard, 18th Duke of Norfolk is the son of what British Army general and peer","Miles Fitzalan-Howard, 17th Duke of Norfolk",1 9,9 1,"Miles Fitzalan-Howard, 17th Duke of Norfolk",,1,285,14,10
