setting,mode,qid,level,qtype,question,gold_answer,gold_ids,retrieved_ids,prediction,raw_generation,parsed_ok,prompt_tokens,decode_tokens,n_paragraphs
kv_hqq_n4_g32_r512,explain,5ae4c01e55429913cc2044f3,hard,bridge,Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,Captain John Underhill,2 4,2 4 9 8 1,Captain John Underhill,"Sentence 1: The Pound Ridge massacre was a battle of Kieft's War that took place in March 1644 between the forces of New Netherland and members of the Wappinger Confederacy at a Wappinger Confederacy village in the present-day town of Pound Ridge, New York.
Sentence 2: A mixed force of 130 Dutch and English soldiers led by Captain John Underhill launched a night attack on the village and destroyed it with fire.
Connection: Captain John Underhill led the attack during the Pound Ridge massacre, which resulted in more casualties than any other single incident in Kieft's War.
Answer: Captain John Underhill",1,837,137,10
kv_hqq_n4_g32_r512,explain,5a89fea655429970aeb701eb,hard,bridge,In which film did Emilio Estevez star in in the same year as Nightmares,The Outsiders,4 5,5 4 0 2 8,The Outsiders,"Sentence 1: Passage [1] states that Nightmares was released in 1983 and mentions Emilio Estevez as one of the actors.
Sentence 2: Passage [2] provides information about Emilio Estevez's career, including his role in The Outsiders in 1983.
Connection: Emilio Estevez starred in both Nightmares (1983) and The Outsiders (1983).
Answer: The Outsiders",1,709,96,10
kv_hqq_n4_g32_r512,explain,5a80cf4c55429938b61421f6,hard,bridge,What was the concept of the business Eric S .Pistorius worked for after being an attorney?,to ensure wide visibility and understanding of cases in a region,1 5,5 7 2 0 8,None,"Sentence 1: [1] states that Eric S. Pistorius is a Circuit court Judge of the Seventh Circuit of Illinois.
Sentence 2: [2] mentions that Loretta Lynch was previously United States Attorney for the Eastern District of New York.
Sentence 3: [3] describes Eliot Spitzer as a former American Democratic politician and attorney who served as the Attorney General of New York.
Connecting the useful passages: None of the provided passages directly mention the business Eric S. Pistorius worked for after being an attorney.
Answer: None",1,808,113,10
kv_hqq_n4_g32_r512,explain,5a89b1de5542992e4fca8378,hard,bridge,Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,6 9,9 6 5 2 7,Keelung,"Sentence 1: [1] states that the Lingnan Fine Arts Museum is in Nangang District, Taipei, Taiwan.
Sentence 2: [2] mentions Taipei City is about 25 km southwest of the northern port city Keelung.
Connection: Since the museum is in Taipei and Taipei is near Keelung, we can infer that Keelung is the port city mentioned.
Answer: Keelung",1,686,86,10
kv_hqq_n4_g32_r512,explain,5a8778d25542994846c1cd89,hard,comparison,Has Stefan Edberg won more events than Édouard Roger-Vasselin?,yes,6 7,6 7 2 0 9,yes,"[1] states that Édouard Roger-Vasselin won the men's doubles title at Roland Garros in 2014.
[2] mentions that Stefan Edberg won six Grand Slam singles titles and three Grand Slam men's doubles titles between 1985 and 1996.
Connecting these useful passages:
Since Edberg won six Grand Slam singles titles and three Grand Slam men's doubles titles, and Roger-Vasselin won one men's doubles title at Roland Garros, we can infer that Edberg has won more events overall.
Answer: yes",1,670,119,10
kv_hqq_n4_g32_r512,explain,5a77897f55429949eeb29edc,hard,bridge,"Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ,6 8,6 8 1 7 3,Fix You,"Sentence 1: Xylobands are wristbands containing light-emittinging diodeses and radio frequency receivers.
Sentence 2: The idea for Xylobands came when Jason Regler was at a Coldplay concert, specifically during the song ""Fix You"".
Answer: Fix You",1,902,59,10
kv_hqq_n4_g32_r512,explain,5ae0132d55429925eb1afc00,hard,bridge,The Soul of Buddha is a 1918 American silent romance film shot in a borough that is the western terminus of what?,the George Washington Bridge,3 9,3 9 5 8 4,George Washington Bridge,"Sentence 1: [1] states that The Soul of Buddha is a 1918 American silent romance film directed by J. Gordon Edwards and starring Theda Bara.
Sentence 2: [2] mentions that Fort Lee, New Jersey is the western terminus of the George Washington Bridge.
Connection: The Soul of Buddha was filmed in Fort Lee, New Jersey, which is the western terminus of the George Washington Bridge.
Answer: George Washington Bridge",1,608,94,10
kv_hqq_n4_g32_r512,explain,5a7129685542994082a3e5fa,hard,bridge,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,0 2,2 0 6 3 4,Sam Alvey,"Sentence 1: [1] states that Blackzilians include fighters like Rashad Evans, Vitor Belfort, and Eddie Alvarez.
Sentence 2: [3] mentions Sam Alvey as an American MMA competitor in the Middleweight division of UFC.
Connecting: From [1], we know Blackzilians fighters are in the UFC. From [3], Sam Alvey is in the Middleweight division.
Answer: Sam Alvey",1,559,89,10
kv_hqq_n4_g32_r512,explain,5ae762835542997b22f6a711,hard,bridge,"Were was the Mexican state after which there is Villa Unión, Sinaloa located?",tip of the Baja California,0 1,1 8 5 7 6,Coahuila,"[1] Villa Unión is the second largest town in the municipality of Mazatlán, after the port of Mazatlán. It is located twenty kilometers south of the city on the banks of the Presidio River.
[2] Villa Unión is a city and seat of the municipality of Villa Unión, in the north-eastern Mexican state of Coahuila.
Answer: Coahuila",1,409,82,10
kv_hqq_n4_g32_r512,explain,5ae2f5b955429928c423957e,hard,bridge,"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,5 8,5 8 0 4 2,Berber,"[1] states that the Berber languages are traditionally written with the ancient Libyco-Berber script, which includes Tifinagh.
[3] mentions that Tumabt (Mozabite) and Teggargrent (Ouargli) languages are closely related.
Connecting the useful passages:
Since Tumzabt and Teggargrent are closely related to Mozabite and Ouargli, respectively, and [1] indicates that the Berber languages were traditionally written with the ancient Libyco-Berber script, we can infer that the language written with this script is closely related to Tumzabt and Teggargrent.
Answer: Berber",1,1170,144,10
kv_hqq_n4_g32_r512,explain,5a81018755429938b6142287,hard,bridge,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,0 5,0 4 6 1 9,Colonel Sun,[1] states that Charles Fraser-Smith was a one-time missionary and inspired Ian Fleming's James Bond's quartermaster Q. [5] defines a secret service as a government agency concerned with gathering intelligence data. [4] mentions Colonel Sun as a fictional British Secret Service operative in a James Bond continuation novel. Answer: Colonel Sun,1,742,67,10
kv_hqq_n4_g32_r512,explain,5ae7b271554299540e5a564d,hard,bridge,Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,4 8,6 9 4 1 2,1995,"[1] Lyra Belacqua is the heroine of Philip Pullman's ""His Dark Materials"" trilogy set in a parallel universe.
[3] Northern Lights is a young-adult fantasy novel by Philip Pullman, published in 1995.
[5] The Subtle Knife is the second book in the ""His Dark Materials"" series, published in 1997.
[4] The Book of Dust is a forthcoming trilogy of fantasy novels, not yet published.
Answer: 1995",1,608,107,10
kv_hqq_n4_g32_r512,explain,5a89a74e554299669944a562,hard,bridge,Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,0 1,1 0 5 3 9,Peter Howitt,"Sentence 1: [1] states that Johnny English is an action comedy film parodying the James Bond genre.
Sentence 2: [2] mentions Johnny English Reborn as the sequel to Johnny English.
Sentence 3: [3] provides details about Johnny English, including its director Peter Howitt.
Connecting the useful passages: From [3], we know Johnny English was directed by Peter Howitt.
Final answer: Peter Howitt",1,716,88,10
kv_hqq_n4_g32_r512,explain,5adcceda5542990d50227d31,hard,comparison,George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,5 8,8 5 2 9 4,British,"[1] states that George Gershwin was an American composer. [2] states that Judith Weir is a British composer.
Answer: British",1,649,30,10
kv_hqq_n4_g32_r512,explain,5a7518cb55429916b0164259,hard,bridge,What Was the name of Juan Manuel Márquez's WBO champion holding younger brother?,Rafael Márquez,4 9,4 9 6 8 7,Rafael Márquez,"Sentence 1: [1] Rafael Márquez Méndez (born 25 March 1975) is a Mexican former professional boxer who competed from 1995 to 2013.
Sentence 2: [2] Juan Manuel Márquez Méndez (born August 23, 1973) is a Mexican former professional boxer who competed from 1993 to 2014.
Sentence 3: [1] Rafael Márquez is a two-time world champion in two weight classes.
Sentence 4: [2] Juan Manuel Márquez is the third Mexican boxer to become a four-weight world champion.
Connecting these passages: Rafael Márquez is the older brother of Juan Manuel Márquez, who is described as the third Mexican boxer to become a four-weight world champion.
Answer: Rafael Márquez",1,826,184,10
kv_hqq_n4_g32_r512,explain,5ab9180b5542991b5579f0f3,hard,bridge,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,0 7,7 0 2 1 8,South Korea,"Sentence 1: [1] Running Man Brothers is a South Korean pop duo, which is named after the South Korean television show ""Running Man"".
Sentence 2: [1] states that Running Man Brothers is a South Korean pop duo.
Sentence 3: [2] Kim Jong-kook (singer) is a South Korean singer, actor and TV personality.
Answer: South Korea",1,611,79,10
kv_hqq_n4_g32_r512,explain,5abb326055429966062416e7,hard,bridge,Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,5 9,5 9 3 8 2,Bury St Edmunds,"[1] Ruddles Brewery is owned by Greene King.
[2] Greene King is based in Bury St Edmunds, Suffolk, England.
Greene King owns Ruddles Brewery and is headquartered in Bury St Edmunds.
Answer: Bury St Edmunds",1,492,54,10
kv_hqq_n4_g32_r512,explain,5a8ef1e35542995a26add57a,hard,bridge,The creator of the Lisa Simpson character was born in what year?,1954,5 8,8 2 5 3 7,1954,"Sentence 1: [1] states Lisa Simpson is a fictional character in ""The Simpsons"" and was created by Matt Groening.
Sentence 2: [3] provides Matt Groening's birth year as February 15, 1954.
Connection: Therefore, the creator of Lisa Simpson, Matt Groening, was born in 1954.
Answer: 1954",1,822,83,10
kv_hqq_n4_g32_r512,explain,5adf03b35542993a75d263d3,hard,bridge,Where is the international airport which Eagle Aviation wet lease operations were based in located,France.,2 3,3 9 5 7 2,Paris,"[1] states that Eagle Aviation France's wet lease operations were based in Paris at Charles de Gaulle Airport.
[4] mentions Cargo 360, a cargo airline based in Seattle, Washington, USA, which operated ACMI (Aircraft, Crew, Maintenance, and Insurance) wet lease operations.
[5] provides information about Charles de Gaulle Airport, stating it is the largest international airport in France and serves as the principal hub for Air France.
Connecting these useful passages:
Charles de Gaulle Airport, where Charles de Gaulle Airport is located within portions of several communes 25 km to the northeast of Paris, is the international airport where Eagle Aviation France's wet lease operations were based.
Answer: Paris",1,928,147,10
kv_hqq_n4_g32_r512,explain,5a88d745554299206df2b378,hard,comparison,What occupation was shared by David Yates and Pietro Germi?,director,4 7,7 4 0 6 9,Pietro Germi,"Sentence 1: Pietro Germi was an Italian actor, screenwriter, and director.
Sentence 2: David Yates is an English filmmaker who has directed feature films, short films, and television productions.
Connection: Pietro Germi and David Yates were both filmmakers.
Answer: Pietro Germi",1,619,61,10
kv_hqq_n4_g32_r512,explain,5ab3bacc55429969a97a8197,hard,bridge,Who sang lead vocals on the Oasis hit single which had an acoustic debut in drummer Tony McCarroll's last concert ?,Noel Gallagher,4 6,5 8 2 4 1,Liam Gallagher,"Sentence 1: [1] states Oasis were formed in 1991 and originally consisted of Liam Gallagher (lead vocals).
Sentence 2: [4] mentions the last concert featuring Tony McCarroll was at Sheffield Arena, where ""Don't Look Back in Anger"" was performed acoustically.
Connecting the useful passages into a chain of reasoning:
Liam Gallagher was the lead vocalist for Oasis, and ""Don't Look Back in Anger"" was the hit single that had an acoustic debut in Tony McCarroll's last concert.
Answer: Liam Gallagher",1,895,116,10
kv_hqq_n4_g32_r512,explain,5a7f244255429934daa2fcec,hard,bridge,"St. John's College, Belize offers an education in a tradition in which what three subjects were the core?","Grammar, logic, and rhetoric",1 7,7 5 1 9 8,"grammar, logic, rhetoric","Sentence 1: Liberal arts education is described, including grammar, logic, and rhetoric as the core liberal arts.
Sentence 2: These liberal arts are mentioned in relation to St. John's College, Belize, which offers a wide variety of liberal arts and science courses.
Connection: Grammar, logic, and rhetoric were the core liberal arts at St. John's College, Belize.
Answer: grammar, logic, rhetoric",1,837,84,10
kv_hqq_n4_g32_r512,explain,5ac39f7b554299218029dbe7,hard,bridge,Robert Earl Holding owned an oil company that was originally founded by who?,Harry F. Sinclair,2 7,2 7 1 8 5,Harry F. Sinclair,"Sentence 1: [1] states Robert Earl Holding owned Sinclair Oil Corporation, which was founded by Harry F. Sinclair.
Sentence 2: [2] provides the founder of Sinclair Oil Corporation as Harry F. Sinclair.
Connecting the useful passages into a chain of reasoning:
From [1], we know Robert Earl Holding owned Sinclair Oil Corporation. From [2], we learn that Sinclair Oil Corporation was founded by Harry F. Sinclair.
Answer: Harry F. Sinclair",1,698,93,10
kv_hqq_n4_g32_r512,explain,5a810d7655429903bc27b915,hard,bridge,"What instrument does Duff McKagan play on Macy Gray's single, Kissed It?",bass,2 4,2 5 0 3 8,bass,"Sentence 1: Kissed It is a song by Macy Gray featuring Velvet Revolver and Guns N' Roses, with Slash, Duff McKagan and Matt Sorum.
Sentence 2: Sentence 1 mentions that Duff McKagan is part of Velvet Revolver, which is mentioned in Sentence 4 as being from Seattle.
Answer: bass",1,790,70,10
kv_hqq_n4_g32_r512,explain,5ae4cb2f55429960a22e01e8,hard,bridge,Which American popular music and country music singer recorded J. D. Souther song,Linda Maria Ronstadt,0 4,4 7 8 0 2,Linda Ronstadt,"Sentence 1: [1] states that J. D. Souther has written songs for Linda Ronstadt and the Eagles.
Sentence 2: [4] introduces Linda Ronstadt, an American popular music and country music singer.
Chain of reasoning:
Linda Ronstadt, mentioned in [4], has worked with J. D. Souther as she has recorded songs written by him.
Answer: Linda Ronstadt",1,777,84,10
kv_hqq_n4_g32_r512,explain,5adf1c3f5542993a75d263ec,hard,bridge,In which six Western European territories have Celtic languages or cultural traits survived?,"Brittany, Cornwall, Ireland, Isle of Man, Scotland and Wales.",5 9,5 4 1 3 8,Celtic nations,"Sentence 1: [1] states that Celtic nations are territories in western Europe where Celtic languages or cultural traits have survived.
Sentence 2: [1] provides the answer to the question about where Celtic languages or cultural traits have survived.
Chain of reasoning: Passage [1] directly addresses the question by defining Celtic nations as territories in western Europe where Celtic languages or cultural traits have survived.
Answer: Celtic nations",1,532,82,10
kv_hqq_n4_g32_r512,explain,5ab61140554299110f2199d7,hard,bridge,Who is known for composing American Beauty: Original Motion Picture Score and many other film scores?,Thomas Montgomery Newman,1 6,6 9 1 8 2,Thomas Newman,"Sentence 1: Passage [1] states that American Beauty: Original Motion Picture Score is the original score for the 1999 film composed by Thomas Newman.
Sentence 2: Passage [3] mentions that Thomas Newman is an American composer best known for his many film scores.
Connecting: From passage [1], we know that Thomas Newman composed the score for American Beauty. From passage [3], we learn that Thomas Newman is known for composing many film scores.
Answer: Thomas Newman",1,700,99,10
kv_hqq_n4_g32_r512,explain,5a738fe855429908901be2fb,hard,bridge,What film was written and directed by Joby Harold with music written by Samuel Sim?,Awake,6 7,7 2 5 6 3,Awake,"[4] Awake (film): This passage mentions a 2007 American conspiracy thriller film directed by Joby Harold. It helps because it provides information about a film directed by Joby Harold.
[3] Blog Wars: This passage discusses a 2006 documentary film about political blogging, which does not involve Joby Harold as director or Samuel Sim as composer. It does not help directly.
[5] Robin Hood (2018 film): This passage describes an upcoming American action-adventure film directed by Otto Bathurst, not Joby Harold. It does not help answer the question.
Connecting the useful passages:
Awake (film) was directed by Joby Harold, and according to [3], it had a score composed by Samuel Sim.
Answer: Awake",1,542,159,10
kv_hqq_n4_g32_r512,explain,5adcc3ed5542994d58a2f6c4,hard,bridge,"What group did Carlene LeFevre and Rich LeFevre form in Brooklyn, New York City?","the ""First Family of Competitive Eating""",1 9,3 1 0 7 2,"""First Family of Competitive Eating""","Sentence 1: Carlene LeFevre is a competitive eater from Henderson, Nevada. She and her husband, Rich LeFevre, are said to form the ""First Family of Competitive Eating"" in spite of having normal weights and ages around 60, and are both top ranked members of the International Federation of Competitive Eating.
Answer: ""First Family of Competitive Eating""",1,1062,78,10
kv_hqq_n4_g32_r512,explain,5ae5ffbb5542996de7b71ad4,hard,bridge,"Michaël Llodra of France, called ""the best volleyer on tour"", defeated Juan Martín del Potro a professional of what nationality?",Argentinian,2 8,8 2 3 4 9,Argentine,"[1] states that Michaël Llodra is a French former professional tennis player.
[2] provides information about Juan Martín del Potro, an Argentine professional tennis player.
Connecting these:
Llodra is French while del Potro is Argentine, indicating they are from different nationalities.
Answer: Argentine",1,913,63,10
kv_hqq_n4_g32_r512,explain,5ae357745542992f92d8229b,hard,bridge,What company produced the 1978 movie based on a book written by a radio playwright and children's book author born in 1900?,Walt Disney Productions,1 4,1 4 7 9 5,Wilbooks,"[1] states that Charles Tazewell was a radio playwright and children's book author born in 1900.
[2] mentions The Small One, a 1978 animated featurette based on a book by Charles Tazewell.
[4] introduces Wilbooks, a children's book educational publishing company founded in 1996.
Connecting the useful passages:
Since Charles Tazewell wrote both the radio play and the book for The Small One, and given that he was born in 1900, we can infer that the 1978 movie based on his work was produced by Wilbooks.
Answer: Wilbooks",1,662,139,10
kv_hqq_n4_g32_r512,explain,5ae200655542994d89d5b2f4,hard,bridge,How many students were enrolled in American professional bowler Chris Barnes' high school in the 2010-2011 school year?,"1,840 students",5 9,9 7 3 1 8,1900,"[1] states Chris Barnes attended West Bloomfield High School in Michigan. [2] provides enrollment details for West Bloomfield High School in 2010-2011, which was about 1900 students.
Connecting the useful passages:
Since Chris Barnes attended West Bloomfield High School, we can infer that the number of students enrolled in his high school in the 2010-2011 school year was 1900.
Answer: 1900",1,1396,105,10
kv_hqq_n4_g32_r512,explain,5adf430e5542993a75d2645e,hard,comparison,"Which canal, Miami Canal or Dundee Canal, also supplies hydro-power and water for manufacturing?",Dundee Canal,2 4,2 4 6 9 3,Dundee Canal,"[1] states that the Dundee Canal supplied hydropower and water for manufacturing. [1]
[1] directly answers the question by mentioning the Dundee Canal's function, while [2] does not provide information relevant to the question.
Answer: Dundee Canal",1,811,55,10
kv_hqq_n4_g32_r512,explain,5adc99cf554299438c868e0d,hard,bridge,What is the middle name of the singer who recorded Would You Like to Take a Walk? with Louis Armstrong in 1951,Jane,1 4,4 0 3 5 7,Fitzgerald,"Sentence 1: The song ""Would You Like to Take a Walk?"" was recorded by Ella Fitzgerald and Louis Armstrong in 1951.
Sentence 2: Ella Fitzgerald is the singer who recorded ""Would You Like to Take a Walk?"" with Louis Armstrong in 1951.
Answer: Fitzgerald",1,855,63,10
kv_hqq_n4_g32_r512,explain,5ab262a4554299340b5254ac,hard,bridge,What was Richard Connell's best known work The Hounds of Zaroff also published as?,The Most Dangerous Game,0 3,3 0 6 1 7,The Most Dangerous Game,"[1] states that ""The Most Dangerous Game"", also published as ""The Hounds of Zaroff"", is a short story by Richard Connell.
Answer: The Most Dangerous Game",1,840,37,10
kv_hqq_n4_g32_r512,explain,5a770d785542993569682cad,hard,bridge,The Stone Book series is set in what country?,North West England,6 7,7 5 6 2 3,eastern Cheshire,"Sentence 1: The Stone Book Quartet is a set of four short novels by Alan Garner and published by William Collins, from 1976 to 1978. Set in eastern Cheshire, they feature one day each in the life of four generations of Garner's family and they span more than a century.
Answer: eastern Cheshire",1,744,72,10
kv_hqq_n4_g32_r512,explain,5a7f275d55429934daa2fd01,hard,comparison,Are both Jonathan Marray and Wayne Black British?,no,0 2,0 2 6 8 9,no,"[1] Jonathan Marray is a British tennis player born on 10 March 1981. [2] Wayne Black is a former professional male tennis player from Zimbabwe.
Connecting the useful passages:
Since Wayne Black is from Zimbabwe, he cannot be British. [1] confirms that Jonathan Marray is British.
Answer: no",1,542,69,10
kv_hqq_n4_g32_r512,explain,5ae54b6355429908b63265cc,hard,comparison,Sporobolus and Zea are in the same what?,family,0 7,0 7 8 4 3,grass family,"Sentence 1: Sporobolus is a genus of plants in the grass family.
Sentence 2: Zea is a genus of plants in the grass family.
Connection: Both sentences state that Sporobolus and Zea are genera of plants within the grass family.
Answer: grass family",1,582,62,10
kv_hqq_n4_g32_r512,explain,5ac4c16b5542997ea680cab4,hard,comparison,Are Mick Jagger and Brett Scallions both musicians?,yes,0 4,0 4 2 7 3,Yes,"Sentence 1: [1] states that Brett Scallions is an American musician.
Sentence 2: [1] and [3] state that Mick Jagger is an English singer-songwriter, multi-instrumentalist, and composer.
Connection: Both Scallions and Jagger are mentioned as musicians in the given contexts.
Answer: Yes",1,834,70,10
kv_hqq_n4_g32_r512,explain,5ab3c18b55429969a97a81b0,hard,bridge,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",St. Patrick's Day in 1988,1 2,1 8 2 7 9,1988,"Sentence 1: John F. Fitzgerald was an American politician, father of Rose Kennedy and maternal grandfather of President John F. Kennedy.
Sentence 2: Doyle's Cafe is a bar / restaurant located on Washington Street in the Jamaica Plain neighborhood of Boston, Massachusetts.
Sentence 3: On St. Patrick's Day in 1988, Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.
Chain of reasoning: Senator Ted Kennedy dedicated a new room at Doyle's Cafe on St. Patrick's Day in 1988.
Answer: 1988",1,683,126,10
kv_hqq_n4_g32_r512,explain,5a84b0705542991dd0999d86,hard,bridge,Which 8-year old star of an epistolary novel turned musical by Alice Walker also voiced Frankie Greene in a Disney series?,Diamond White,0 7,7 0 8 9 3,Diamond White,"Sentence 1: [1] states that Diamond White starred in a 2007 production of ""The Color Purple"" that toured nationally.
Sentence 2: [2] defines ""epistolary novel"" as a novel written as a series of documents, including letters.
Sentence 3: [1] mentions that Diamond White starred in a production of ""The Color Purple"" in 2007.
Sentence 4: [2] confirms that ""The Color Purple"" is an epistolary novel by Alice Walker.
Sentence 5: [1] indicates that Diamond White voices Frankie Greene in a Disney series.
Connecting the useful passages:
From [1], we learn that Diamond White starred in a 2007 production of ""The Color Purple,"" which is an epistolary novel by Alice Walker. From [1], we also know that Diamond White voices Frankie Greene in a Disney series.
Answer: Diamond White",1,641,190,10
