setting,mode,qid,level,qtype,question,gold_answer,gold_ids,retrieved_ids,prediction,raw_generation,parsed_ok,prompt_tokens,decode_tokens,n_paragraphs
topk_02_explain,explain,5a89a74e554299669944a562,hard,bridge,Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,0 1,1 0,Oliver Parker,"[1] states that Johnny English is an action comedy film series parodying James Bond, mentioning Rowan Atkinson as the lead actor and Neal Purvis and Robert Wade as screenwriters.
[2] provides specific information about ""Johnny English Reborn"", stating it is the sequel to ""Johnny English"" (2003) and was directed by Oliver Parker.
Connecting the useful passages:
Since ""Johnny English Reborn"" is the second film in the series and was directed by Oliver Parker, we can conclude that he directed the second film in the series.
Answer: Oliver Parker",1,341,117,10
topk_02_explain,explain,5adcceda5542990d50227d31,hard,comparison,George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,5 8,8 5,British,"[1] states that George Gershwin was an American composer. [2] states that Judith Weir is a British composer.
Connecting these useful passages:
Both passages provide information about composers, with Gershwin being American and Weir being British.
Answer: British",1,292,54,10
topk_02_explain,explain,5a7518cb55429916b0164259,hard,bridge,What Was the name of Juan Manuel Márquez's WBO champion holding younger brother?,Rafael Márquez,4 9,4 9,Rafael Márquez,"Sentence 1: Rafael Márquez Méndez (born 25 March 1975) is a Mexican former professional boxer who competed from 1995 to 2013.
Sentence 2: Rafael Márquez is the older brother of Juan Manuel Márquez Méndez (born August 23, 1973).
Connecting the useful passages: Rafael Márquez is mentioned as the older brother of Juan Manuel Márquez.
Answer: Rafael Márquez",1,491,106,10
topk_02_explain,explain,5ab9180b5542991b5579f0f3,hard,bridge,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,0 7,7 0,South Korea,"[1] Running Man Brothers is a South Korean pop duo, which is named after the South Korean television show ""Running Man"".
[2] Kim Jong-kook (singer). Kim Jong-kook is from South Korea.
Answer: South Korea",1,311,50,10
topk_02_explain,explain,5abb326055429966062416e7,hard,bridge,Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,5 9,5 9,Bury St Edmunds,"[1] Ruddles Brewery is an English brewery now owned by Greene King.
[2] Greene King is the UK's largest pub retailer and brewer based in Bury St Edmunds, Suffolk, England.
Greene King, which owns Ruddles Brewery, is based in Bury St Edmunds.
Answer: Bury St Edmunds",1,239,69,10
topk_02_explain,explain,5a8ef1e35542995a26add57a,hard,bridge,The creator of the Lisa Simpson character was born in what year?,1954,5 8,8 2,1987,"[1] states that Lisa Marie Simpson was created by Matt Groening. [2] does not provide birth year information for Matt Groening.
Connecting the useful passages:
From [1], we know that Matt Groening created Lisa Simpson. From [1], we also learn that Lisa Simpson first appeared in 1987.
Answer: 1987",1,361,74,10
topk_02_explain,explain,5adf03b35542993a75d263d3,hard,bridge,Where is the international airport which Eagle Aviation wet lease operations were based in located,France.,2 3,3 9,Paris,"[1] Eagle Aviation France's wet lease operations were based in Paris at Charles de Gaulle Airport.
Paris is where the international airport with the wet lease operations was located.
Answer: Paris",1,488,38,10
topk_02_explain,explain,5a88d745554299206df2b378,hard,comparison,What occupation was shared by David Yates and Pietro Germi?,director,4 7,7 4,filmmaker,"[1] Pietro Germi was an Italian actor, screenwriter, and director.
[2] David Yates is an English filmmaker who has directed feature films, short films, and television productions.
[1] and [2] both mention that David Yates and Pietro Germi had some form of filmmaking occupation.
Answer: filmmaker",1,237,68,10
topk_02_explain,explain,5ab3bacc55429969a97a8197,hard,bridge,Who sang lead vocals on the Oasis hit single which had an acoustic debut in drummer Tony McCarroll's last concert ?,Noel Gallagher,4 6,5 8,Liam Gallagher,"[1] states that Oasis were formed in 1991 and originally consisted of Liam Gallagher (lead vocals).
[2] mentions that after signing to Creation Records in 1993, the band released their debut album ""Definitely Maybe"" in 1994, which topped the UK Albums Chart and had an acoustic debut in Tony McCarroll's last concert.
Answer: Liam Gallagher",1,500,83,10
topk_02_explain,explain,5a7f244255429934daa2fcec,hard,bridge,"St. John's College, Belize offers an education in a tradition in which what three subjects were the core?","Grammar, logic, and rhetoric",1 7,7 5,"liberal arts, sciences, and religion","[1] states that St. John's College is a Roman Catholic institution in the Jesuit tradition, offering a wide variety of liberal arts and science courses.
[2] mentions that St. John's College High School exists to educate academically talented young men in a Jesuit environment.
Connecting these:
Since St. John's College is Jesuit and offers liberal arts and science courses, and St. John's College High School follows a similar Jesuit educational model, we can infer that the core subjects emphasized are likely liberal arts, sciences, and possibly religion.
Answer: liberal arts, sciences, and religion",1,352,123,10
topk_02_explain,explain,5ac39f7b554299218029dbe7,hard,bridge,Robert Earl Holding owned an oil company that was originally founded by who?,Harry F. Sinclair,2 7,2 7,Harry F. Sinclair,"[1] states Robert Earl Holding owned Sinclair Oil Corporation. [2] mentions Sinclair Oil Corporation was founded by Harry F. Sinclair on May 1, 1916.
Connecting the useful passages:
Since Robert Earl Holding owned Sinclair Oil Corporation, and Sinclair Oil Corporation was founded by Harry F. Sinclair, we can conclude that Robert Earl Holding owned an oil company that was originally founded by Harry F. Sinclair.
Answer: Harry F. Sinclair",1,306,90,10
topk_02_explain,explain,5a810d7655429903bc27b915,hard,bridge,"What instrument does Duff McKagan play on Macy Gray's single, Kissed It?",bass,2 4,2 5,Matt Sorum,"Sentence 1: [1] states that ""Kissed It"" features Slash, Duff McKagan and Matt Sorum.
Sentence 2: [2] identifies Duff McKagan as a musician who wrote ""Seattlehead"".
Connecting: Duff McKagan, mentioned in [2], is also listed as a musician in [1] who played on Macy Gray's single ""Kissed It"".
Answer: Matt Sorum",1,302,88,10
topk_02_explain,explain,5ae4cb2f55429960a22e01e8,hard,bridge,Which American popular music and country music singer recorded J. D. Souther song,Linda Maria Ronstadt,0 4,4 7,Andy Williams,"[1] states that J. D. Souther is an American singer and songwriter who has written songs for Linda Ronstadt and the Eagles. This passage does not directly name an American singer who recorded J. D. Souther's song.
[2] provides information about Andy Williams, an American popular music singer who recorded 44 albums and was known for his hit song ""Moon River."" This passage does not mention J. D. Souther or any of his songs.
Connecting the useful passages:
While [1] mentions J. D. Souther's work with Linda Ronstadt and the Eagles, it does not specify which singer recorded his songs. [2] introduces Andy Williams but does not provide information about J. D. Souther's recordings.
Answer: Andy Williams",1,355,158,10
topk_02_explain,explain,5adf1c3f5542993a75d263ec,hard,bridge,In which six Western European territories have Celtic languages or cultural traits survived?,"Brittany, Cornwall, Ireland, Isle of Man, Scotland and Wales.",5 9,5 4,Celtic nations,"[1] states that Celtic nations are territories in western Europe where Celtic languages or cultural traits have survived.
Answer: Celtic nations",1,294,25,10
topk_02_explain,explain,5ab61140554299110f2199d7,hard,bridge,Who is known for composing American Beauty: Original Motion Picture Score and many other film scores?,Thomas Montgomery Newman,1 6,6 9,Thomas Newman,"[1] states that American Beauty: Original Motion Picture Score is composed by Thomas Newman.
This information directly answers the question about who composed American Beauty: Original Motion Picture Score.
Answer: Thomas Newman",1,418,39,10
topk_02_explain,explain,5a738fe855429908901be2fb,hard,bridge,What film was written and directed by Joby Harold with music written by Samuel Sim?,Awake,6 7,7 2,Awake,"[1] Samuel Sim is a film and television composer who scored the film ""Awake"" for The Weinstein Company and the BBC/HBO drama series ""House of Saddam"".
[2] Joby Talbot wrote for a wide range of purposes including film and television scores, but there is no mention of him writing and directing films.
Answer: Awake",1,309,70,10
topk_02_explain,explain,5adcc3ed5542994d58a2f6c4,hard,bridge,"What group did Carlene LeFevre and Rich LeFevre form in Brooklyn, New York City?","the ""First Family of Competitive Eating""",1 9,3 1,"""First Family of Competitive Eating""","[1] Rich LeFevre is described as a competitive eater from Henderson, Nevada, and does not mention any group formation in Brooklyn, New York City.
[2] Carlene LeFevre is mentioned alongside Rich LeFevre as forming the ""First Family of Competitive Eating"" despite their normal weights and ages around 60.
Connecting the useful passages:
Both passages indicate that Carlene LeFevre and Rich LeFevre are part of the ""First Family of Competitive Eating.""
Answer: ""First Family of Competitive Eating""",1,444,112,10
topk_02_explain,explain,5ae5ffbb5542996de7b71ad4,hard,bridge,"Michaël Llodra of France, called ""the best volleyer on tour"", defeated Juan Martín del Potro a professional of what nationality?",Argentinian,2 8,8 2,Argentinian,"Sentence 1: Michaël Llodra is a French former professional tennis player known as ""the best volleyer on tour"".
Sentence 2: Juan Martín del Potro is an Argentinian professional tennis player.
Connection: Michaël Llodra, the French player, defeated Juan Martín del Potro, the Argentinian player.
Answer: Argentinian",1,510,76,10
topk_02_explain,explain,5ae357745542992f92d8229b,hard,bridge,What company produced the 1978 movie based on a book written by a radio playwright and children's book author born in 1900?,Walt Disney Productions,1 4,1 4,Walt Disney Productions,"[1] states that Charles Tazewell was a radio playwright and children's book author born in 1900.
[2] mentions The Small One, which is based on a children's book by Charles Tazewell and was produced by Walt Disney Productions.
Answer: Walt Disney Productions",1,304,62,10
topk_02_explain,explain,5ae200655542994d89d5b2f4,hard,bridge,How many students were enrolled in American professional bowler Chris Barnes' high school in the 2010-2011 school year?,"1,840 students",5 9,9 7,1900,"[1] Chris Barnes (bowler). Chris Barnes (born February 25, 1970 in Topeka, Kansas) is an American professional bowler currently on the Professional Bowlers Association (PBA) Tour. He attended Topeka High School, and then bowled collegiately at Wichita State University, where he earned a Bachelor of Arts degree in Business Management.
[2] West Bloomfield High School. West Bloomfield High School is a public secondary school in West Bloomfield, Michigan. The school is the only public high school in the West Bloomfield School District. The School Enrollment for the 2010-2011 school year is about 1900.
Answer: 1900",1,421,155,10
topk_02_explain,explain,5adf430e5542993a75d2645e,hard,comparison,"Which canal, Miami Canal or Dundee Canal, also supplies hydro-power and water for manufacturing?",Dundee Canal,2 4,2 4,Dundee Canal,"[1] states that the Dundee Canal supplied hydropower and water for manufacturing. [2] does not mention any canal supplying such purposes.
Connecting the useful passages:
Since [1] mentions the Dundee Canal supplying hydropower and water for manufacturing, and [2] does not provide information about any canal with similar functions, we can conclude that the Dundee Canal is the one that supplies hydro-power and water for manufacturing.
Answer: Dundee Canal",1,323,93,10
topk_02_explain,explain,5adc99cf554299438c868e0d,hard,bridge,What is the middle name of the singer who recorded Would You Like to Take a Walk? with Louis Armstrong in 1951,Jane,1 4,4 0,Fitzgerald,"[1] states that ""Would You Like to Take a Walk?"" was recorded by Ella Fitzgerald and Louis Armstrong for Decca in 1951.
This passage helps answer the question.
Connecting the useful passages:
Ella Fitzgerald is mentioned as the singer who recorded ""Would You Like to Take a Walk?"" with Louis Armstrong in 1951.
Answer: Fitzgerald",1,453,76,10
topk_02_explain,explain,5ab262a4554299340b5254ac,hard,bridge,What was Richard Connell's best known work The Hounds of Zaroff also published as?,The Most Dangerous Game,0 3,3 0,The Hounds of Zaroff,"[1] states that ""The Most Dangerous Game"" is a short story by Richard Connell, first published in ""Collier's"" on January 19, 1924.
[2] mentions that ""The Most Dangerous Game"" was filmed three years after a piece of short fiction called ""A Friend of Napoleon"" was published in ""The Saturday Evening Post"".
Answer: The Hounds of Zaroff",1,398,85,10
topk_02_explain,explain,5a770d785542993569682cad,hard,bridge,The Stone Book series is set in what country?,North West England,6 7,7 5,England,"[1] states that The Stone Book Quartet is set in eastern Cheshire. Eastern Cheshire is in England.
Answer: England",1,383,27,10
topk_02_explain,explain,5a7f275d55429934daa2fd01,hard,comparison,Are both Jonathan Marray and Wayne Black British?,no,0 2,0 2,no,"[1] states that Jonathan Marray is a British tennis player. [2] identifies Wayne Black as a former professional male tennis player from Zimbabwe. Therefore, neither Jonathan Marray nor Wayne Black are British.
Answer: no",1,280,45,10
topk_02_explain,explain,5ae54b6355429908b63265cc,hard,comparison,Sporobolus and Zea are in the same what?,family,0 7,0 7,grass family,"[1] Sporobolus is a genus of plants in the grass family.
[2] Zea is a genus of plants in the grass family.
Sporobolus and Zea are both mentioned as being in the grass family.
Answer: grass family",1,220,55,10
topk_02_explain,explain,5ac4c16b5542997ea680cab4,hard,comparison,Are Mick Jagger and Brett Scallions both musicians?,yes,0 4,0 4,Yes,"[1] Brett Scallions is an American musician with roles in a band. [2] Mick Jagger is a singer-songwriter and musician who gained fame as the lead singer of the Rolling Stones.
Answer: Yes",1,322,45,10
topk_02_explain,explain,5ab3c18b55429969a97a81b0,hard,bridge,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",St. Patrick's Day in 1988,1 2,1 8,not specified,"[1] states that John F. Fitzgerald was the father of Rose Kennedy and maternal grandfather of President John F. Kennedy.
[2] states that John F. Fitzgerald was the maternal grandfather of President John F. Kennedy.
Connecting these, we can infer that Senator Ted Kennedy, being the son of Rose Kennedy, would have been the one to help dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.
Answer: not specified",1,321,91,10
topk_02_explain,explain,5a84b0705542991dd0999d86,hard,bridge,Which 8-year old star of an epistolary novel turned musical by Alice Walker also voiced Frankie Greene in a Disney series?,Diamond White,0 7,7 0,Diamond White,"[1] states that Diamond White starred in ""The Color Purple"" at age 8 and voices Frankie Greene in a Disney series.
[2] confirms ""The Color Purple"" is an epistolary novel by Alice Walker that was adapted into a musical.
Connecting these:
Diamond White, who starred in the 1982 epistolary novel-turned-musical ""The Color Purple"" at age 8, also voices Frankie Greene in a Disney series.
Answer: Diamond White",1,334,98,10
topk_02_explain,explain,5ae151985542990adbacf74d,hard,comparison,"Which music group has the most members, DC Talk, or Manchester Orchestra?",Manchester Orchestra,3 4,4 3,Manchester Orchestra,"[1] Manchester Orchestra. Manchester Orchestra is an American indie rock band from Atlanta, Georgia, formed in 2004. The group is composed of rhythm guitarist-singer-songwriter Andy Hull, lead guitarist Robert McDowell, bassist Andy Prince and drummer Tim Very. This passage states the membership of Manchester Orchestra.
[2] DC Talk. DC Talk (stylized as dc Talk) is a Christian rap and rock trio. This passage states that DC Talk is a trio.
Connecting the useful passages:
Manchester Orchestra has four members while DC Talk is described as a trio, indicating Manchester Orchestra has more members.
Answer: Manchester Orchestra",1,402,128,10
topk_02_explain,explain,5abdba405542993f32c2a023,hard,bridge,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers,3 5,3 5,"""Perfect Strangers""","[1] states Orlando Brown played 3J Winslow in ""Family Matters"".
[2] mentions ""Family Matters"" was a spin-off of ""Perfect Strangers"".
Connecting these:
Since 3J Winslow was in ""Family Matters"" and [2] states it was a spin-off of ""Perfect Strangers"", we can deduce...
Answer: ""Perfect Strangers""",1,452,78,10
topk_02_explain,explain,5a80721b554299485f5985ef,hard,bridge,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,0 9,0 2,World War I and World War II,"[1] The Livesey Hall War Memorial commemorates the fallen of World War I and World War II. Yes, this helps answer the question.
Connecting the useful passages:
The Livesey Hall War Memorial honors those who died in both World War I and World War II, which collectively resulted in over 60 million casualties.
Answer: World War I and World War II",1,231,75,10
topk_02_explain,explain,5ab41677554299753aec5a38,hard,bridge,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",World War I fighter aircraft.,0 1,0 8,[1],"[1] states that HMAS ""Narani"" had a 20mm Oerlikon cannon. [2] discusses the concept of a ""weapon system"" but does not mention the Oerlikon cannon or its use on HMAS ""Narani"".
Answer: [1]",1,427,62,10
topk_02_explain,explain,5adcf37e5542994ed6169c37,hard,bridge,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW X6,0 5,7 8,X5 M performance variant,"[1] states: ""BMW X5 (F15) is a mid-size luxury crossover SUV manufactured and marketed worldwide by BMW since 2013."" This helps answer the question.
[2] states: ""In 2009 the X5 M performance variant was released as a 2010 model."" This helps answer the question.
Connecting these:
The F15 model mentioned in [1] is a mid-size SUV, while the X5 M performance variant, introduced in 2009, is a newer model.
Answer: X5 M performance variant",1,374,122,10
topk_02_explain,explain,5ae33fa95542990afbd1e0f2,hard,comparison,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,no,1 9,9 1,no,"[1] states that Minersville School District v. Gobitis occurred in 1940. [2] mentions Gravel v. United States in 1972.
Connecting the useful passages:
Since Minersville School District v. Gobitis took place in 1940 and Gravel v. United States in 1972, they did not occur in the same decade.
Answer: no",1,394,90,10
topk_02_explain,explain,5aba510f5542994dbf0198d6,hard,bridge,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza,1 3,1 3,Yakuza,"[1] states that Yakuza is an open world action-adventure beat 'em up video game franchise created by Sega. [2] mentions Yakuza Kiwami is a 2016 remake of the original Yakuza game. Connecting these: Since Yakuza Kiwami is a remake of the original Yakuza game, and the original Yakuza is part of the Yakuza franchise, we can conclude that Yakuza Kiwami is a remake of the first video game in the Yakuza series. Answer: Yakuza",1,378,118,10
